Payment_ID,Customer_ID,Payment_Date,Amount,Payment_Method,Payment_Status,Payment_Month
PAY0026610,CUST02708,2025-09-28,1499,AutoPay,Success,2025-09
PAY0026611,CUST02708,2025-10-28,1499,AutoPay,Success,2025-10
PAY0026612,CUST02708,2025-11-28,4497,AutoPay,Success,2025-11
PAY0026613,CUST02708,2025-12-28,17988,AutoPay,Success,2025-12
PAY0026614,CUST02708,2026-01-28,1499,AutoPay,Success,2026-01
PAY0026615,CUST02708,2026-02-28,2998,AutoPay,Success,2026-02
PAY0026616,CUST02709,2024-12-13,799,AutoPay,Success,2024-12
PAY0026617,CUST02709,2025-01-13,1598,AutoPay,Success,2025-01
PAY0026618,CUST02709,2025-02-13,1598,AutoPay,Success,2025-02
PAY0026619,CUST02709,2025-03-13,9588,AutoPay,Success,2025-03
PAY0026620,CUST02709,2025-04-13,9588,AutoPay,Success,2025-04
PAY0026621,CUST02709,2025-05-13,9588,AutoPay,Success,2025-05
PAY0026622,CUST02709,2025-06-13,1598,AutoPay,Success,2025-06
PAY0026623,CUST02709,2025-07-13,1598,AutoPay,Success,2025-07
PAY0026624,CUST02709,2025-08-13,799,AutoPay,Success,2025-08
PAY0026625,CUST02709,2025-09-13,2397,AutoPay,Failed,2025-09
PAY0026626,CUST02709,2025-10-13,1598,AutoPay,Success,2025-10
PAY0026627,CUST02709,2025-11-13,799,AutoPay,Success,2025-11
PAY0026628,CUST02710,2025-04-08,2398,Debit Card,Success,2025-04
PAY0026629,CUST02710,2025-05-08,2398,Debit Card,Success,2025-05
PAY0026630,CUST02710,2025-06-08,2398,Debit Card,Success,2025-06
PAY0026631,CUST02710,2025-07-08,2398,Debit Card,Success,2025-07
PAY0026632,CUST02710,2025-08-08,14388,Debit Card,Success,2025-08
PAY0026633,CUST02710,2025-09-08,2398,Debit Card,Success,2025-09
PAY0026634,CUST02710,2025-10-08,1199,Debit Card,Failed,2025-10
PAY0026635,CUST02710,2025-11-08,14388,Debit Card,Success,2025-11
PAY0026636,CUST02710,2025-12-08,3597,Debit Card,Success,2025-12
PAY0026637,CUST02710,2026-01-08,1199,Debit Card,Success,2026-01
PAY0026638,CUST02710,2026-02-08,3597,Debit Card,Success,2026-02
PAY0026639,CUST02710,2026-03-08,1199,Debit Card,Success,2026-03
PAY0026640,CUST02711,2025-09-07,1199,AutoPay,Success,2025-09
PAY0026641,CUST02711,2025-10-07,1199,AutoPay,Success,2025-10
PAY0026642,CUST02711,2025-11-07,1199,AutoPay,Success,2025-11
PAY0026643,CUST02711,2025-12-07,1199,AutoPay,Success,2025-12
PAY0026644,CUST02711,2026-01-07,1199,AutoPay,Success,2026-01
PAY0026645,CUST02711,2026-02-07,1199,AutoPay,Success,2026-02
PAY0026646,CUST02711,2026-03-07,1199,AutoPay,Success,2026-03
PAY0026647,CUST02711,2026-04-07,1199,AutoPay,Success,2026-04
PAY0026648,CUST02711,2026-05-07,1199,AutoPay,Success,2026-05
PAY0026649,CUST02712,2024-11-22,2998,Credit Card,Success,2024-11
PAY0026650,CUST02712,2024-12-22,1499,Credit Card,Success,2024-12
PAY0026651,CUST02712,2025-01-22,1499,Credit Card,Success,2025-01
PAY0026652,CUST02712,2025-02-22,1499,Credit Card,Success,2025-02
PAY0026653,CUST02712,2025-03-22,1499,Credit Card,Failed,2025-03
PAY0026654,CUST02712,2025-04-22,2998,Credit Card,Failed,2025-04
PAY0026655,CUST02712,2025-05-22,2998,Credit Card,Success,2025-05
PAY0026656,CUST02712,2025-06-22,1499,Credit Card,Success,2025-06
PAY0026657,CUST02712,2025-07-22,1499,Credit Card,Success,2025-07
PAY0026658,CUST02712,2025-08-22,1499,Credit Card,Failed,2025-08
PAY0026659,CUST02712,2025-09-22,17988,Credit Card,Success,2025-09
PAY0026660,CUST02712,2025-10-22,1499,Credit Card,Success,2025-10
PAY0026661,CUST02713,2025-12-14,1199,UPI,Success,2025-12
PAY0026662,CUST02713,2026-01-14,1199,UPI,Success,2026-01
PAY0026663,CUST02713,2026-02-14,1199,UPI,Success,2026-02
PAY0026664,CUST02713,2026-03-14,2398,UPI,Success,2026-03
PAY0026665,CUST02713,2026-04-14,14388,UPI,Failed,2026-04
PAY0026666,CUST02714,2024-08-09,1199,Debit Card,Success,2024-08
PAY0026667,CUST02714,2024-09-09,1199,Debit Card,Success,2024-09
PAY0026668,CUST02714,2024-10-09,1199,Debit Card,Success,2024-10
PAY0026669,CUST02714,2024-11-09,1199,Debit Card,Success,2024-11
PAY0026670,CUST02714,2024-12-09,1199,Debit Card,Success,2024-12
PAY0026671,CUST02714,2025-01-09,1199,Debit Card,Success,2025-01
PAY0026672,CUST02714,2025-02-09,1199,Debit Card,Success,2025-02
PAY0026673,CUST02714,2025-03-09,1199,Debit Card,Success,2025-03
PAY0026674,CUST02714,2025-04-09,1199,Debit Card,Success,2025-04
PAY0026675,CUST02714,2025-05-09,1199,Debit Card,Success,2025-05
PAY0026676,CUST02714,2025-06-09,1199,Debit Card,Success,2025-06
PAY0026677,CUST02714,2025-07-09,1199,Debit Card,Success,2025-07
PAY0026678,CUST02715,2026-02-09,1199,Credit Card,Success,2026-02
PAY0026679,CUST02715,2026-03-09,3597,Credit Card,Success,2026-03
PAY0026680,CUST02715,2026-04-09,14388,Credit Card,Success,2026-04
PAY0026681,CUST02716,2025-12-24,14388,AutoPay,Success,2025-12
PAY0026682,CUST02716,2026-01-24,3597,AutoPay,Success,2026-01
PAY0026683,CUST02716,2026-02-24,3597,AutoPay,Success,2026-02
PAY0026684,CUST02716,2026-03-24,1199,AutoPay,Success,2026-03
PAY0026685,CUST02716,2026-04-24,1199,AutoPay,Success,2026-04
PAY0026686,CUST02716,2026-05-24,14388,AutoPay,Success,2026-05
PAY0026687,CUST02717,2025-10-22,1499,AutoPay,Success,2025-10
PAY0026688,CUST02717,2025-11-22,17988,AutoPay,Success,2025-11
PAY0026689,CUST02717,2025-12-22,1499,AutoPay,Success,2025-12
PAY0026690,CUST02717,2026-01-22,1499,AutoPay,Success,2026-01
PAY0026691,CUST02717,2026-02-22,1499,AutoPay,Success,2026-02
PAY0026692,CUST02717,2026-03-22,2998,AutoPay,Success,2026-03
PAY0026693,CUST02717,2026-04-22,4497,AutoPay,Success,2026-04
PAY0026694,CUST02717,2026-05-22,2998,AutoPay,Success,2026-05
PAY0026695,CUST02718,2026-04-01,1499,Net Banking,Success,2026-04
PAY0026696,CUST02718,2026-05-01,1499,Net Banking,Success,2026-05
PAY0026697,CUST02719,2024-07-16,1497,Net Banking,Success,2024-07
PAY0026698,CUST02719,2024-08-16,998,Net Banking,Failed,2024-08
PAY0026699,CUST02719,2024-09-16,1497,Net Banking,Success,2024-09
PAY0026700,CUST02719,2024-10-16,499,Net Banking,Success,2024-10
PAY0026701,CUST02719,2024-11-16,998,Net Banking,Success,2024-11
PAY0026702,CUST02719,2024-12-16,1497,Net Banking,Success,2024-12
PAY0026703,CUST02719,2025-01-16,1497,Net Banking,Success,2025-01
PAY0026704,CUST02719,2025-02-16,499,Net Banking,Success,2025-02
PAY0026705,CUST02719,2025-03-16,499,Net Banking,Success,2025-03
PAY0026706,CUST02719,2025-04-16,499,Net Banking,Success,2025-04
PAY0026707,CUST02719,2025-05-16,998,Net Banking,Success,2025-05
PAY0026708,CUST02719,2025-06-16,5988,Net Banking,Success,2025-06
PAY0026709,CUST02720,2024-02-17,799,Debit Card,Success,2024-02
PAY0026710,CUST02720,2024-03-17,1598,Debit Card,Success,2024-03
PAY0026711,CUST02720,2024-04-17,799,Debit Card,Success,2024-04
PAY0026712,CUST02720,2024-05-17,799,Debit Card,Success,2024-05
PAY0026713,CUST02720,2024-06-17,799,Debit Card,Success,2024-06
PAY0026714,CUST02720,2024-07-17,1598,Debit Card,Success,2024-07
PAY0026715,CUST02720,2024-08-17,2397,Debit Card,Success,2024-08
PAY0026716,CUST02720,2024-09-17,9588,Debit Card,Success,2024-09
PAY0026717,CUST02720,2024-10-17,799,Debit Card,Success,2024-10
PAY0026718,CUST02720,2024-11-17,799,Debit Card,Success,2024-11
PAY0026719,CUST02720,2024-12-17,2397,Debit Card,Success,2024-12
PAY0026720,CUST02720,2025-01-17,799,Debit Card,Success,2025-01
PAY0026721,CUST02721,2024-04-10,1199,AutoPay,Success,2024-04
PAY0026722,CUST02721,2024-05-10,3597,AutoPay,Success,2024-05
PAY0026723,CUST02721,2024-06-10,1199,AutoPay,Success,2024-06
PAY0026724,CUST02721,2024-07-10,3597,AutoPay,Success,2024-07
PAY0026725,CUST02721,2024-08-10,2398,AutoPay,Success,2024-08
PAY0026726,CUST02721,2024-09-10,3597,AutoPay,Success,2024-09
PAY0026727,CUST02721,2024-10-10,1199,AutoPay,Success,2024-10
PAY0026728,CUST02721,2024-11-10,1199,AutoPay,Success,2024-11
PAY0026729,CUST02721,2024-12-10,2398,AutoPay,Success,2024-12
PAY0026730,CUST02721,2025-01-10,1199,AutoPay,Success,2025-01
PAY0026731,CUST02721,2025-02-10,3597,AutoPay,Success,2025-02
PAY0026732,CUST02721,2025-03-10,1199,AutoPay,Success,2025-03
PAY0026733,CUST02722,2024-04-08,9588,AutoPay,Success,2024-04
PAY0026734,CUST02722,2024-05-08,2397,AutoPay,Success,2024-05
PAY0026735,CUST02722,2024-06-08,799,AutoPay,Success,2024-06
PAY0026736,CUST02722,2024-07-08,799,AutoPay,Success,2024-07
PAY0026737,CUST02722,2024-08-08,799,AutoPay,Success,2024-08
PAY0026738,CUST02722,2024-09-08,2397,AutoPay,Success,2024-09
PAY0026739,CUST02722,2024-10-08,799,AutoPay,Success,2024-10
PAY0026740,CUST02722,2024-11-08,799,AutoPay,Success,2024-11
PAY0026741,CUST02722,2024-12-08,2397,AutoPay,Success,2024-12
PAY0026742,CUST02722,2025-01-08,9588,AutoPay,Success,2025-01
PAY0026743,CUST02722,2025-02-08,799,AutoPay,Failed,2025-02
PAY0026744,CUST02722,2025-03-08,9588,AutoPay,Success,2025-03
PAY0026745,CUST02723,2025-05-08,1199,Net Banking,Success,2025-05
PAY0026746,CUST02723,2025-06-08,1199,Net Banking,Success,2025-06
PAY0026747,CUST02723,2025-07-08,1199,Net Banking,Success,2025-07
PAY0026748,CUST02723,2025-08-08,1199,Net Banking,Success,2025-08
PAY0026749,CUST02723,2025-09-08,1199,Net Banking,Success,2025-09
PAY0026750,CUST02723,2025-10-08,1199,Net Banking,Success,2025-10
PAY0026751,CUST02723,2025-11-08,1199,Net Banking,Failed,2025-11
PAY0026752,CUST02723,2025-12-08,1199,Net Banking,Success,2025-12
PAY0026753,CUST02723,2026-01-08,1199,Net Banking,Success,2026-01
PAY0026754,CUST02723,2026-02-08,1199,Net Banking,Success,2026-02
PAY0026755,CUST02723,2026-03-08,1199,Net Banking,Success,2026-03
PAY0026756,CUST02723,2026-04-08,1199,Net Banking,Success,2026-04
PAY0026757,CUST02724,2025-02-14,1199,Net Banking,Success,2025-02
PAY0026758,CUST02724,2025-03-14,1199,Net Banking,Success,2025-03
PAY0026759,CUST02724,2025-04-14,1199,Net Banking,Success,2025-04
PAY0026760,CUST02724,2025-05-14,1199,Net Banking,Success,2025-05
PAY0026761,CUST02724,2025-06-14,1199,Net Banking,Success,2025-06
PAY0026762,CUST02724,2025-07-14,1199,Net Banking,Success,2025-07
PAY0026763,CUST02724,2025-08-14,1199,Net Banking,Success,2025-08
PAY0026764,CUST02724,2025-09-14,1199,Net Banking,Failed,2025-09
PAY0026765,CUST02724,2025-10-14,1199,Net Banking,Success,2025-10
PAY0026766,CUST02724,2025-11-14,1199,Net Banking,Success,2025-11
PAY0026767,CUST02724,2025-12-14,1199,Net Banking,Success,2025-12
PAY0026768,CUST02724,2026-01-14,1199,Net Banking,Success,2026-01
PAY0026769,CUST02725,2025-12-08,1499,Credit Card,Success,2025-12
PAY0026770,CUST02725,2026-01-08,4497,Credit Card,Success,2026-01
PAY0026771,CUST02725,2026-02-08,2998,Credit Card,Success,2026-02
PAY0026772,CUST02725,2026-03-08,2998,Credit Card,Failed,2026-03
PAY0026773,CUST02725,2026-04-08,1499,Credit Card,Success,2026-04
PAY0026774,CUST02725,2026-05-08,2998,Credit Card,Success,2026-05
PAY0026775,CUST02726,2026-03-18,499,Net Banking,Success,2026-03
PAY0026776,CUST02726,2026-04-18,499,Net Banking,Success,2026-04
PAY0026777,CUST02726,2026-05-18,499,Net Banking,Success,2026-05
PAY0026778,CUST02727,2025-09-03,1598,Debit Card,Success,2025-09
PAY0026779,CUST02727,2025-10-03,799,Debit Card,Success,2025-10
PAY0026780,CUST02727,2025-11-03,799,Debit Card,Failed,2025-11
PAY0026781,CUST02727,2025-12-03,9588,Debit Card,Success,2025-12
PAY0026782,CUST02727,2026-01-03,2397,Debit Card,Failed,2026-01
PAY0026783,CUST02727,2026-02-03,799,Debit Card,Success,2026-02
PAY0026784,CUST02727,2026-03-03,799,Debit Card,Success,2026-03
PAY0026785,CUST02727,2026-04-03,799,Debit Card,Success,2026-04
PAY0026786,CUST02728,2024-10-19,2998,AutoPay,Success,2024-10
PAY0026787,CUST02728,2024-11-19,1499,AutoPay,Success,2024-11
PAY0026788,CUST02728,2024-12-19,1499,AutoPay,Success,2024-12
PAY0026789,CUST02728,2025-01-19,2998,AutoPay,Success,2025-01
PAY0026790,CUST02728,2025-02-19,1499,AutoPay,Success,2025-02
PAY0026791,CUST02728,2025-03-19,2998,AutoPay,Success,2025-03
PAY0026792,CUST02728,2025-04-19,4497,AutoPay,Success,2025-04
PAY0026793,CUST02728,2025-05-19,1499,AutoPay,Success,2025-05
PAY0026794,CUST02728,2025-06-19,1499,AutoPay,Success,2025-06
PAY0026795,CUST02728,2025-07-19,4497,AutoPay,Success,2025-07
PAY0026796,CUST02728,2025-08-19,2998,AutoPay,Success,2025-08
PAY0026797,CUST02728,2025-09-19,1499,AutoPay,Success,2025-09
PAY0026798,CUST02729,2026-03-28,799,UPI,Success,2026-03
PAY0026799,CUST02729,2026-04-28,799,UPI,Success,2026-04
PAY0026800,CUST02729,2026-05-28,799,UPI,Success,2026-05
PAY0026801,CUST02730,2025-01-13,799,UPI,Success,2025-01
PAY0026802,CUST02730,2025-02-13,799,UPI,Success,2025-02
PAY0026803,CUST02730,2025-03-13,799,UPI,Success,2025-03
PAY0026804,CUST02730,2025-04-13,799,UPI,Success,2025-04
PAY0026805,CUST02730,2025-05-13,799,UPI,Success,2025-05
PAY0026806,CUST02730,2025-06-13,799,UPI,Success,2025-06
PAY0026807,CUST02730,2025-07-13,799,UPI,Success,2025-07
PAY0026808,CUST02730,2025-08-13,799,UPI,Success,2025-08
PAY0026809,CUST02730,2025-09-13,799,UPI,Success,2025-09
PAY0026810,CUST02730,2025-10-13,799,UPI,Success,2025-10
PAY0026811,CUST02730,2025-11-13,799,UPI,Success,2025-11
PAY0026812,CUST02730,2025-12-13,799,UPI,Success,2025-12
PAY0026813,CUST02731,2024-10-08,1199,UPI,Success,2024-10
PAY0026814,CUST02731,2024-11-08,1199,UPI,Failed,2024-11
PAY0026815,CUST02731,2024-12-08,1199,UPI,Success,2024-12
PAY0026816,CUST02731,2025-01-08,1199,UPI,Success,2025-01
PAY0026817,CUST02731,2025-02-08,1199,UPI,Success,2025-02
PAY0026818,CUST02731,2025-03-08,1199,UPI,Success,2025-03
PAY0026819,CUST02731,2025-04-08,1199,UPI,Success,2025-04
PAY0026820,CUST02731,2025-05-08,1199,UPI,Success,2025-05
PAY0026821,CUST02731,2025-06-08,1199,UPI,Success,2025-06
PAY0026822,CUST02731,2025-07-08,1199,UPI,Success,2025-07
PAY0026823,CUST02731,2025-08-08,1199,UPI,Success,2025-08
PAY0026824,CUST02731,2025-09-08,1199,UPI,Success,2025-09
PAY0026825,CUST02732,2024-04-10,1499,AutoPay,Success,2024-04
PAY0026826,CUST02732,2024-05-10,1499,AutoPay,Success,2024-05
PAY0026827,CUST02732,2024-06-10,1499,AutoPay,Success,2024-06
PAY0026828,CUST02732,2024-07-10,1499,AutoPay,Success,2024-07
PAY0026829,CUST02732,2024-08-10,1499,AutoPay,Success,2024-08
PAY0026830,CUST02732,2024-09-10,1499,AutoPay,Success,2024-09
PAY0026831,CUST02732,2024-10-10,1499,AutoPay,Success,2024-10
PAY0026832,CUST02732,2024-11-10,1499,AutoPay,Success,2024-11
PAY0026833,CUST02732,2024-12-10,1499,AutoPay,Success,2024-12
PAY0026834,CUST02732,2025-01-10,1499,AutoPay,Failed,2025-01
PAY0026835,CUST02732,2025-02-10,1499,AutoPay,Success,2025-02
PAY0026836,CUST02732,2025-03-10,1499,AutoPay,Success,2025-03
PAY0026837,CUST02733,2026-01-13,1499,AutoPay,Success,2026-01
PAY0026838,CUST02733,2026-02-13,1499,AutoPay,Success,2026-02
PAY0026839,CUST02733,2026-03-13,1499,AutoPay,Success,2026-03
PAY0026840,CUST02733,2026-04-13,1499,AutoPay,Success,2026-04
PAY0026841,CUST02734,2024-10-03,499,Debit Card,Success,2024-10
PAY0026842,CUST02734,2024-11-03,499,Debit Card,Success,2024-11
PAY0026843,CUST02734,2024-12-03,499,Debit Card,Failed,2024-12
PAY0026844,CUST02734,2025-01-03,499,Debit Card,Success,2025-01
PAY0026845,CUST02734,2025-02-03,499,Debit Card,Success,2025-02
PAY0026846,CUST02734,2025-03-03,499,Debit Card,Success,2025-03
PAY0026847,CUST02734,2025-04-03,499,Debit Card,Success,2025-04
PAY0026848,CUST02734,2025-05-03,499,Debit Card,Success,2025-05
PAY0026849,CUST02734,2025-06-03,499,Debit Card,Success,2025-06
PAY0026850,CUST02734,2025-07-03,499,Debit Card,Success,2025-07
PAY0026851,CUST02734,2025-08-03,499,Debit Card,Success,2025-08
PAY0026852,CUST02734,2025-09-03,499,Debit Card,Failed,2025-09
PAY0026853,CUST02735,2024-09-12,1499,AutoPay,Success,2024-09
PAY0026854,CUST02735,2024-10-12,1499,AutoPay,Success,2024-10
PAY0026855,CUST02735,2024-11-12,1499,AutoPay,Success,2024-11
PAY0026856,CUST02735,2024-12-12,1499,AutoPay,Success,2024-12
PAY0026857,CUST02735,2025-01-12,1499,AutoPay,Success,2025-01
PAY0026858,CUST02735,2025-02-12,1499,AutoPay,Success,2025-02
PAY0026859,CUST02735,2025-03-12,1499,AutoPay,Success,2025-03
PAY0026860,CUST02735,2025-04-12,1499,AutoPay,Success,2025-04
PAY0026861,CUST02735,2025-05-12,1499,AutoPay,Success,2025-05
PAY0026862,CUST02735,2025-06-12,1499,AutoPay,Success,2025-06
PAY0026863,CUST02735,2025-07-12,1499,AutoPay,Success,2025-07
PAY0026864,CUST02735,2025-08-12,1499,AutoPay,Success,2025-08
PAY0026865,CUST02736,2026-02-03,1499,Credit Card,Success,2026-02
PAY0026866,CUST02736,2026-03-03,1499,Credit Card,Success,2026-03
PAY0026867,CUST02736,2026-04-03,1499,Credit Card,Success,2026-04
PAY0026868,CUST02737,2025-09-06,2998,Net Banking,Success,2025-09
PAY0026869,CUST02737,2025-10-06,1499,Net Banking,Success,2025-10
PAY0026870,CUST02737,2025-11-06,1499,Net Banking,Success,2025-11
PAY0026871,CUST02737,2025-12-06,2998,Net Banking,Success,2025-12
PAY0026872,CUST02737,2026-01-06,1499,Net Banking,Success,2026-01
PAY0026873,CUST02737,2026-02-06,1499,Net Banking,Success,2026-02
PAY0026874,CUST02737,2026-03-06,1499,Net Banking,Success,2026-03
PAY0026875,CUST02737,2026-04-06,1499,Net Banking,Success,2026-04
PAY0026876,CUST02738,2024-07-02,17988,Debit Card,Success,2024-07
PAY0026877,CUST02738,2024-08-02,2998,Debit Card,Success,2024-08
PAY0026878,CUST02738,2024-09-02,1499,Debit Card,Success,2024-09
PAY0026879,CUST02738,2024-10-02,1499,Debit Card,Success,2024-10
PAY0026880,CUST02738,2024-11-02,1499,Debit Card,Success,2024-11
PAY0026881,CUST02738,2024-12-02,17988,Debit Card,Success,2024-12
PAY0026882,CUST02738,2025-01-02,4497,Debit Card,Success,2025-01
PAY0026883,CUST02738,2025-02-02,1499,Debit Card,Success,2025-02
PAY0026884,CUST02738,2025-03-02,2998,Debit Card,Success,2025-03
PAY0026885,CUST02738,2025-04-02,2998,Debit Card,Success,2025-04
PAY0026886,CUST02738,2025-05-02,1499,Debit Card,Success,2025-05
PAY0026887,CUST02738,2025-06-02,1499,Debit Card,Success,2025-06
PAY0026888,CUST02739,2024-11-03,499,AutoPay,Success,2024-11
PAY0026889,CUST02739,2024-12-03,499,AutoPay,Success,2024-12
PAY0026890,CUST02739,2025-01-03,499,AutoPay,Success,2025-01
PAY0026891,CUST02739,2025-02-03,499,AutoPay,Success,2025-02
PAY0026892,CUST02739,2025-03-03,499,AutoPay,Success,2025-03
PAY0026893,CUST02739,2025-04-03,499,AutoPay,Success,2025-04
PAY0026894,CUST02739,2025-05-03,499,AutoPay,Success,2025-05
PAY0026895,CUST02739,2025-06-03,499,AutoPay,Success,2025-06
PAY0026896,CUST02739,2025-07-03,499,AutoPay,Success,2025-07
PAY0026897,CUST02739,2025-08-03,499,AutoPay,Success,2025-08
PAY0026898,CUST02739,2025-09-03,499,AutoPay,Success,2025-09
PAY0026899,CUST02739,2025-10-03,499,AutoPay,Success,2025-10
PAY0026900,CUST02740,2025-08-04,1499,Credit Card,Success,2025-08
PAY0026901,CUST02740,2025-09-04,1499,Credit Card,Success,2025-09
PAY0026902,CUST02740,2025-10-04,1499,Credit Card,Success,2025-10
PAY0026903,CUST02740,2025-11-04,1499,Credit Card,Success,2025-11
PAY0026904,CUST02740,2025-12-04,1499,Credit Card,Failed,2025-12
PAY0026905,CUST02740,2026-01-04,1499,Credit Card,Failed,2026-01
PAY0026906,CUST02740,2026-02-04,1499,Credit Card,Success,2026-02
PAY0026907,CUST02740,2026-03-04,1499,Credit Card,Success,2026-03
PAY0026908,CUST02740,2026-04-04,1499,Credit Card,Success,2026-04
PAY0026909,CUST02741,2025-07-15,1199,UPI,Success,2025-07
PAY0026910,CUST02741,2025-08-15,14388,UPI,Success,2025-08
PAY0026911,CUST02741,2025-09-15,2398,UPI,Success,2025-09
PAY0026912,CUST02741,2025-10-15,2398,UPI,Failed,2025-10
PAY0026913,CUST02741,2025-11-15,14388,UPI,Success,2025-11
PAY0026914,CUST02741,2025-12-15,1199,UPI,Success,2025-12
PAY0026915,CUST02741,2026-01-15,3597,UPI,Success,2026-01
PAY0026916,CUST02741,2026-02-15,3597,UPI,Success,2026-02
PAY0026917,CUST02741,2026-03-15,1199,UPI,Success,2026-03
PAY0026918,CUST02741,2026-04-15,14388,UPI,Success,2026-04
PAY0026919,CUST02742,2024-12-20,799,AutoPay,Success,2024-12
PAY0026920,CUST02742,2025-01-20,799,AutoPay,Success,2025-01
PAY0026921,CUST02742,2025-02-20,799,AutoPay,Success,2025-02
PAY0026922,CUST02742,2025-03-20,799,AutoPay,Success,2025-03
PAY0026923,CUST02742,2025-04-20,799,AutoPay,Success,2025-04
PAY0026924,CUST02742,2025-05-20,799,AutoPay,Failed,2025-05
PAY0026925,CUST02742,2025-06-20,799,AutoPay,Success,2025-06
PAY0026926,CUST02742,2025-07-20,799,AutoPay,Success,2025-07
PAY0026927,CUST02742,2025-08-20,799,AutoPay,Success,2025-08
PAY0026928,CUST02742,2025-09-20,799,AutoPay,Success,2025-09
PAY0026929,CUST02742,2025-10-20,799,AutoPay,Success,2025-10
PAY0026930,CUST02742,2025-11-20,799,AutoPay,Success,2025-11
PAY0026931,CUST02743,2025-02-24,1199,UPI,Success,2025-02
PAY0026932,CUST02743,2025-03-24,1199,UPI,Success,2025-03
PAY0026933,CUST02743,2025-04-24,1199,UPI,Failed,2025-04
PAY0026934,CUST02743,2025-05-24,1199,UPI,Failed,2025-05
PAY0026935,CUST02743,2025-06-24,1199,UPI,Success,2025-06
PAY0026936,CUST02743,2025-07-24,1199,UPI,Success,2025-07
PAY0026937,CUST02743,2025-08-24,1199,UPI,Success,2025-08
PAY0026938,CUST02743,2025-09-24,1199,UPI,Success,2025-09
PAY0026939,CUST02743,2025-10-24,1199,UPI,Success,2025-10
PAY0026940,CUST02743,2025-11-24,1199,UPI,Success,2025-11
PAY0026941,CUST02743,2025-12-24,1199,UPI,Success,2025-12
PAY0026942,CUST02743,2026-01-24,1199,UPI,Failed,2026-01
PAY0026943,CUST02744,2025-11-06,499,UPI,Success,2025-11
PAY0026944,CUST02744,2025-12-06,499,UPI,Success,2025-12
PAY0026945,CUST02744,2026-01-06,499,UPI,Success,2026-01
PAY0026946,CUST02744,2026-02-06,499,UPI,Success,2026-02
PAY0026947,CUST02744,2026-03-06,499,UPI,Success,2026-03
PAY0026948,CUST02744,2026-04-06,499,UPI,Success,2026-04
PAY0026949,CUST02744,2026-05-06,499,UPI,Success,2026-05
PAY0026950,CUST02745,2025-11-18,1499,UPI,Success,2025-11
PAY0026951,CUST02745,2025-12-18,1499,UPI,Success,2025-12
PAY0026952,CUST02745,2026-01-18,17988,UPI,Success,2026-01
PAY0026953,CUST02745,2026-02-18,2998,UPI,Success,2026-02
PAY0026954,CUST02745,2026-03-18,1499,UPI,Success,2026-03
PAY0026955,CUST02745,2026-04-18,1499,UPI,Success,2026-04
PAY0026956,CUST02746,2025-12-28,2998,AutoPay,Success,2025-12
PAY0026957,CUST02746,2026-01-28,2998,AutoPay,Success,2026-01
PAY0026958,CUST02746,2026-02-28,1499,AutoPay,Success,2026-02
PAY0026959,CUST02746,2026-03-28,4497,AutoPay,Success,2026-03
PAY0026960,CUST02746,2026-04-28,17988,AutoPay,Success,2026-04
PAY0026961,CUST02746,2026-05-28,2998,AutoPay,Success,2026-05
PAY0026962,CUST02747,2025-05-09,1499,UPI,Success,2025-05
PAY0026963,CUST02747,2025-06-09,1499,UPI,Success,2025-06
PAY0026964,CUST02747,2025-07-09,1499,UPI,Success,2025-07
PAY0026965,CUST02747,2025-08-09,1499,UPI,Failed,2025-08
PAY0026966,CUST02747,2025-09-09,1499,UPI,Success,2025-09
PAY0026967,CUST02747,2025-10-09,1499,UPI,Failed,2025-10
PAY0026968,CUST02747,2025-11-09,1499,UPI,Success,2025-11
PAY0026969,CUST02747,2025-12-09,1499,UPI,Success,2025-12
PAY0026970,CUST02747,2026-01-09,1499,UPI,Success,2026-01
PAY0026971,CUST02747,2026-02-09,1499,UPI,Success,2026-02
PAY0026972,CUST02747,2026-03-09,1499,UPI,Success,2026-03
PAY0026973,CUST02747,2026-04-09,1499,UPI,Success,2026-04
PAY0026974,CUST02748,2024-09-22,499,Net Banking,Success,2024-09
PAY0026975,CUST02748,2024-10-22,499,Net Banking,Success,2024-10
PAY0026976,CUST02748,2024-11-22,499,Net Banking,Success,2024-11
PAY0026977,CUST02748,2024-12-22,499,Net Banking,Success,2024-12
PAY0026978,CUST02748,2025-01-22,499,Net Banking,Failed,2025-01
PAY0026979,CUST02748,2025-02-22,499,Net Banking,Success,2025-02
PAY0026980,CUST02748,2025-03-22,499,Net Banking,Success,2025-03
PAY0026981,CUST02748,2025-04-22,499,Net Banking,Success,2025-04
PAY0026982,CUST02748,2025-05-22,499,Net Banking,Success,2025-05
PAY0026983,CUST02748,2025-06-22,499,Net Banking,Success,2025-06
PAY0026984,CUST02748,2025-07-22,499,Net Banking,Success,2025-07
PAY0026985,CUST02748,2025-08-22,499,Net Banking,Success,2025-08
PAY0026986,CUST02749,2025-09-28,1499,Net Banking,Success,2025-09
PAY0026987,CUST02749,2025-10-28,4497,Net Banking,Success,2025-10
PAY0026988,CUST02749,2025-11-28,4497,Net Banking,Success,2025-11
PAY0026989,CUST02749,2025-12-28,1499,Net Banking,Success,2025-12
PAY0026990,CUST02749,2026-01-28,1499,Net Banking,Success,2026-01
PAY0026991,CUST02749,2026-02-28,17988,Net Banking,Success,2026-02
PAY0026992,CUST02749,2026-03-28,2998,Net Banking,Failed,2026-03
