Usage_ID,Customer_ID,Usage_Month,Usage_Hours,Sessions,Data_Usage_GB,Usage_Issue_Count
U03752_06,CUST03752,2025-11-01,10.27,13,33.34,0
U03752_07,CUST03752,2025-12-01,29.97,1,40.8,1
U03752_08,CUST03752,2026-01-01,26.99,12,26.48,0
U03752_09,CUST03752,2026-02-01,24.67,27,30.24,0
U03752_10,CUST03752,2026-03-01,16.83,18,45.34,1
U03752_11,CUST03752,2026-04-01,29.98,33,28.54,0
U03753_01,CUST03753,2025-05-01,21.54,35,36.04,3
U03753_02,CUST03753,2025-06-01,44.37,9,13.07,0
U03753_03,CUST03753,2025-07-01,35.5,20,13.0,1
U03753_04,CUST03753,2025-08-01,41.27,17,47.99,0
U03753_05,CUST03753,2025-09-01,45.24,13,32.48,1
U03753_06,CUST03753,2025-10-01,2.11,25,44.0,0
U03753_07,CUST03753,2025-11-01,11.89,26,52.24,0
U03753_08,CUST03753,2025-12-01,22.32,2,31.59,1
U03753_09,CUST03753,2026-01-01,18.78,25,36.26,1
U03753_10,CUST03753,2026-02-01,41.37,18,24.13,2
U03753_11,CUST03753,2026-03-01,31.52,26,24.16,1
U03753_12,CUST03753,2026-04-01,34.51,23,22.51,0
U03754_01,CUST03754,2025-02-01,5.47,5,18.9,1
U03754_02,CUST03754,2025-03-01,13.91,9,30.39,0
U03754_03,CUST03754,2025-04-01,21.63,8,26.94,0
U03754_04,CUST03754,2025-05-01,47.54,21,36.55,1
U03754_05,CUST03754,2025-06-01,17.82,13,32.87,1
U03754_06,CUST03754,2025-07-01,20.09,6,29.86,4
U03754_07,CUST03754,2025-08-01,27.08,19,40.68,0
U03754_08,CUST03754,2025-09-01,15.67,15,31.09,0
U03754_09,CUST03754,2025-10-01,40.19,11,17.48,0
U03754_10,CUST03754,2025-11-01,21.81,8,37.36,0
U03754_11,CUST03754,2025-12-01,21.37,1,25.18,0
U03754_12,CUST03754,2026-01-01,16.63,17,25.72,2
U03754_13,CUST03754,2026-02-01,8.74,11,42.85,0
U03754_14,CUST03754,2026-03-01,23.43,17,37.93,1
U03754_15,CUST03754,2026-04-01,44.13,24,52.54,1
U03754_16,CUST03754,2026-05-01,14.13,12,17.6,0
U03755_01,CUST03755,2026-04-01,13.34,14,30.12,2
U03756_01,CUST03756,2024-10-01,46.83,13,55.77,2
U03756_02,CUST03756,2024-11-01,21.68,15,31.32,0
U03756_03,CUST03756,2024-12-01,6.64,7,38.29,1
U03756_04,CUST03756,2025-01-01,16.32,28,13.64,2
U03756_05,CUST03756,2025-02-01,47.99,17,56.2,1
U03756_06,CUST03756,2025-03-01,27.62,7,38.93,0
U03756_07,CUST03756,2025-04-01,11.61,16,28.68,2
U03756_08,CUST03756,2025-05-01,9.69,14,36.4,0
U03756_09,CUST03756,2025-06-01,38.05,15,27.21,3
U03756_10,CUST03756,2025-07-01,17.45,11,32.86,0
U03756_11,CUST03756,2025-08-01,31.25,30,38.88,1
U03756_12,CUST03756,2025-09-01,19.47,11,22.95,2
U03756_13,CUST03756,2025-10-01,25.17,6,22.55,0
U03756_14,CUST03756,2025-11-01,13.88,14,21.61,1
U03756_15,CUST03756,2025-12-01,26.41,16,26.87,2
U03756_16,CUST03756,2026-01-01,18.51,10,43.04,0
U03756_17,CUST03756,2026-02-01,25.83,13,53.23,1
U03757_01,CUST03757,2024-11-01,28.14,16,24.33,0
U03757_02,CUST03757,2024-12-01,26.88,15,0.2,0
U03757_03,CUST03757,2025-01-01,34.36,9,32.75,0
U03757_04,CUST03757,2025-02-01,3.05,5,23.89,0
U03757_05,CUST03757,2025-03-01,14.45,13,11.8,1
U03757_06,CUST03757,2025-04-01,25.13,17,31.05,0
U03757_07,CUST03757,2025-05-01,28.74,10,7.33,1
U03757_08,CUST03757,2025-06-01,32.03,12,6.37,0
U03757_09,CUST03757,2025-07-01,19.09,23,30.04,1
U03757_10,CUST03757,2025-08-01,15.47,15,9.42,1
U03757_11,CUST03757,2025-09-01,36.68,25,21.23,3
U03757_12,CUST03757,2025-10-01,21.61,19,15.59,1
U03757_13,CUST03757,2025-11-01,24.8,14,8.54,1
U03757_14,CUST03757,2025-12-01,38.32,17,17.95,0
U03757_15,CUST03757,2026-01-01,9.93,12,2.61,1
U03757_16,CUST03757,2026-02-01,34.53,26,27.65,2
U03757_17,CUST03757,2026-03-01,11.66,17,29.6,1
U03758_01,CUST03758,2024-06-01,9.18,6,22.66,0
U03758_02,CUST03758,2024-07-01,18.5,16,8.96,2
U03758_03,CUST03758,2024-08-01,18.34,20,14.02,0
U03758_04,CUST03758,2024-09-01,27.67,21,0.2,0
U03758_05,CUST03758,2024-10-01,15.86,18,11.84,0
U03758_06,CUST03758,2024-11-01,36.91,15,18.84,1
U03758_07,CUST03758,2024-12-01,22.0,18,4.62,2
U03758_08,CUST03758,2025-01-01,49.64,20,26.04,1
U03758_09,CUST03758,2025-02-01,7.14,17,6.8,1
U03758_10,CUST03758,2025-03-01,29.45,11,22.8,0
U03758_11,CUST03758,2025-04-01,20.6,20,20.64,1
U03758_12,CUST03758,2025-05-01,16.45,18,28.79,0
U03758_13,CUST03758,2025-06-01,11.79,12,12.45,0
U03758_14,CUST03758,2025-07-01,19.82,17,12.23,1
U03758_15,CUST03758,2025-08-01,22.12,21,11.54,0
U03758_16,CUST03758,2025-09-01,28.35,20,11.02,1
U03758_17,CUST03758,2025-10-01,24.66,21,17.34,0
U03759_01,CUST03759,2026-02-01,48.78,17,32.44,2
U03759_02,CUST03759,2026-03-01,18.76,7,26.99,1
U03759_03,CUST03759,2026-04-01,11.3,12,6.11,0
U03759_04,CUST03759,2026-05-01,11.55,13,11.69,0
U03760_01,CUST03760,2024-02-01,11.88,13,40.07,0
U03760_02,CUST03760,2024-03-01,7.34,17,22.17,1
U03760_03,CUST03760,2024-04-01,21.08,27,31.88,1
U03760_04,CUST03760,2024-05-01,8.58,21,38.65,0
U03760_05,CUST03760,2024-06-01,30.25,29,16.88,1
U03760_06,CUST03760,2024-07-01,18.47,2,46.63,1
U03760_07,CUST03760,2024-08-01,4.12,28,24.99,0
U03760_08,CUST03760,2024-09-01,22.75,19,40.94,0
U03760_09,CUST03760,2024-10-01,20.35,17,32.57,1
U03760_10,CUST03760,2024-11-01,22.23,14,35.74,2
U03760_11,CUST03760,2024-12-01,15.1,18,26.35,1
U03760_12,CUST03760,2025-01-01,7.49,15,42.96,0
U03760_13,CUST03760,2025-02-01,11.89,18,30.66,1
U03760_14,CUST03760,2025-03-01,23.61,20,43.66,0
U03760_15,CUST03760,2025-04-01,17.37,21,16.87,0
U03760_16,CUST03760,2025-05-01,33.55,16,25.98,0
U03760_17,CUST03760,2025-06-01,6.33,17,21.25,0
U03761_01,CUST03761,2024-09-01,18.81,10,36.94,1
U03761_02,CUST03761,2024-10-01,42.14,14,46.66,2
U03761_03,CUST03761,2024-11-01,16.08,4,36.97,2
U03761_04,CUST03761,2024-12-01,21.48,4,18.87,1
U03761_05,CUST03761,2025-01-01,6.93,24,30.41,2
U03761_06,CUST03761,2025-02-01,27.52,18,30.69,0
U03761_07,CUST03761,2025-03-01,2.37,4,18.64,1
U03761_08,CUST03761,2025-04-01,9.9,31,27.73,3
U03761_09,CUST03761,2025-05-01,40.09,12,24.86,2
U03761_10,CUST03761,2025-06-01,9.76,31,32.33,0
U03761_11,CUST03761,2025-07-01,21.3,20,49.4,2
U03761_12,CUST03761,2025-08-01,16.93,21,45.26,1
U03761_13,CUST03761,2025-09-01,23.53,12,46.22,1
U03761_14,CUST03761,2025-10-01,34.11,29,28.06,0
U03761_15,CUST03761,2025-11-01,28.73,18,39.88,2
U03761_16,CUST03761,2025-12-01,41.87,20,32.46,0
U03761_17,CUST03761,2026-01-01,39.49,29,12.41,0
U03761_18,CUST03761,2026-02-01,11.34,11,31.88,0
U03762_01,CUST03762,2026-02-01,21.28,23,26.7,0
U03762_02,CUST03762,2026-03-01,13.18,26,39.59,1
U03762_03,CUST03762,2026-04-01,46.17,11,42.51,1
U03762_04,CUST03762,2026-05-01,14.3,14,41.46,2
U03763_01,CUST03763,2024-02-01,13.57,14,20.15,1
U03763_02,CUST03763,2024-03-01,14.67,3,17.7,0
U03763_03,CUST03763,2024-04-01,4.8,26,24.72,0
U03763_04,CUST03763,2024-05-01,50.39,14,11.58,3
U03763_05,CUST03763,2024-06-01,22.34,20,23.72,1
U03763_06,CUST03763,2024-07-01,17.22,21,16.87,0
U03763_07,CUST03763,2024-08-01,35.95,23,7.96,2
U03763_08,CUST03763,2024-09-01,13.0,18,6.48,0
U03763_09,CUST03763,2024-10-01,15.11,14,29.33,2
U03763_10,CUST03763,2024-11-01,7.74,32,36.45,0
U03763_11,CUST03763,2024-12-01,5.6,20,2.02,2
U03763_12,CUST03763,2025-01-01,17.38,21,16.5,4
U03763_13,CUST03763,2025-02-01,3.34,9,24.13,2
U03763_14,CUST03763,2025-03-01,8.93,22,16.36,1
U03763_15,CUST03763,2025-04-01,16.67,13,2.9,0
U03763_16,CUST03763,2025-05-01,14.41,26,17.52,0
U03763_17,CUST03763,2025-06-01,48.57,16,31.24,1
U03763_18,CUST03763,2025-07-01,15.29,19,0.2,1
U03764_01,CUST03764,2026-03-01,14.86,18,50.29,1
U03764_02,CUST03764,2026-04-01,48.92,19,22.05,2
U03765_01,CUST03765,2026-04-01,31.03,12,26.28,0
U03766_01,CUST03766,2026-02-01,54.71,34,31.16,0
U03766_02,CUST03766,2026-03-01,33.87,14,33.67,1
U03766_03,CUST03766,2026-04-01,9.46,16,34.38,1
U03766_04,CUST03766,2026-05-01,13.36,20,8.87,1
U03767_01,CUST03767,2024-04-01,39.13,21,14.97,0
U03767_02,CUST03767,2024-05-01,29.94,15,17.79,1
U03767_03,CUST03767,2024-06-01,36.0,34,31.1,0
U03767_04,CUST03767,2024-07-01,33.66,22,20.02,1
U03767_05,CUST03767,2024-08-01,27.56,11,5.35,0
U03767_06,CUST03767,2024-09-01,17.95,15,28.88,1
U03767_07,CUST03767,2024-10-01,10.49,19,0.2,0
U03767_08,CUST03767,2024-11-01,31.18,18,20.74,0
U03767_09,CUST03767,2024-12-01,18.67,9,15.27,1
U03767_10,CUST03767,2025-01-01,24.41,21,7.05,1
U03767_11,CUST03767,2025-02-01,20.99,16,24.7,0
U03767_12,CUST03767,2025-03-01,23.83,12,14.49,1
U03767_13,CUST03767,2025-04-01,17.81,28,13.33,1
U03767_14,CUST03767,2025-05-01,26.48,21,22.41,0
U03767_15,CUST03767,2025-06-01,18.63,31,29.25,0
U03767_16,CUST03767,2025-07-01,20.64,20,21.48,1
U03767_17,CUST03767,2025-08-01,6.73,11,7.53,0
U03768_01,CUST03768,2024-01-01,11.39,8,18.78,1
U03768_02,CUST03768,2024-02-01,8.6,12,34.48,0
U03768_03,CUST03768,2024-03-01,25.76,31,19.55,1
U03768_04,CUST03768,2024-04-01,12.65,30,26.12,0
U03768_05,CUST03768,2024-05-01,16.17,20,10.71,2
U03768_06,CUST03768,2024-06-01,18.16,31,42.6,1
U03768_07,CUST03768,2024-07-01,14.65,22,42.69,0
U03768_08,CUST03768,2024-08-01,13.53,17,36.74,0
U03768_09,CUST03768,2024-09-01,8.57,23,55.96,0
U03768_10,CUST03768,2024-10-01,23.5,18,23.82,1
U03768_11,CUST03768,2024-11-01,19.59,12,30.52,3
U03768_12,CUST03768,2024-12-01,25.33,18,40.12,0
U03768_13,CUST03768,2025-01-01,19.52,22,44.94,0
U03768_14,CUST03768,2025-02-01,10.32,14,37.42,0
U03768_15,CUST03768,2025-03-01,11.33,25,21.87,2
U03768_16,CUST03768,2025-04-01,30.46,16,37.21,1
U03768_17,CUST03768,2025-05-01,8.06,16,44.72,0
U03768_18,CUST03768,2025-06-01,16.7,10,32.97,0
U03769_01,CUST03769,2025-09-01,13.93,14,34.05,0
U03769_02,CUST03769,2025-10-01,13.75,26,10.11,0
U03769_03,CUST03769,2025-11-01,28.8,29,27.44,1
U03769_04,CUST03769,2025-12-01,38.18,13,46.31,0
U03769_05,CUST03769,2026-01-01,14.23,12,34.1,1
U03769_06,CUST03769,2026-02-01,52.73,17,15.87,1
U03769_07,CUST03769,2026-03-01,21.53,22,34.57,0
U03769_08,CUST03769,2026-04-01,25.21,28,45.41,1
U03770_01,CUST03770,2024-12-01,28.81,19,34.55,1
U03770_02,CUST03770,2025-01-01,19.55,11,35.72,0
U03770_03,CUST03770,2025-02-01,24.47,18,31.63,0
U03770_04,CUST03770,2025-03-01,28.36,19,38.28,0
U03770_05,CUST03770,2025-04-01,31.6,25,57.13,0
U03770_06,CUST03770,2025-05-01,28.09,11,30.99,3
U03770_07,CUST03770,2025-06-01,5.1,17,25.37,0
U03770_08,CUST03770,2025-07-01,24.14,18,42.16,0
U03770_09,CUST03770,2025-08-01,47.35,14,33.0,0
U03770_10,CUST03770,2025-09-01,3.74,26,36.37,2
U03770_11,CUST03770,2025-10-01,25.32,23,41.58,0
U03770_12,CUST03770,2025-11-01,2.37,13,14.03,1
U03770_13,CUST03770,2025-12-01,8.86,18,30.06,0
U03770_14,CUST03770,2026-01-01,34.79,19,45.73,0
U03770_15,CUST03770,2026-02-01,12.91,9,12.52,0
U03770_16,CUST03770,2026-03-01,38.49,27,18.88,2
U03770_17,CUST03770,2026-04-01,33.98,10,30.75,0
U03770_18,CUST03770,2026-05-01,26.3,16,38.73,1
U03771_01,CUST03771,2024-06-01,14.67,15,22.62,1
U03771_02,CUST03771,2024-07-01,8.27,7,46.16,1
U03771_03,CUST03771,2024-08-01,12.07,14,34.37,0
U03771_04,CUST03771,2024-09-01,10.74,29,44.28,1
U03771_05,CUST03771,2024-10-01,15.87,36,48.91,0
U03771_06,CUST03771,2024-11-01,24.91,23,11.04,3
U03771_07,CUST03771,2024-12-01,22.54,26,51.33,1
U03771_08,CUST03771,2025-01-01,18.03,22,41.0,0
U03771_09,CUST03771,2025-02-01,16.81,11,34.66,1
U03771_10,CUST03771,2025-03-01,18.78,10,22.52,1
U03771_11,CUST03771,2025-04-01,26.95,1,37.69,1
U03771_12,CUST03771,2025-05-01,52.78,15,30.51,2
U03771_13,CUST03771,2025-06-01,26.38,21,22.25,2
U03771_14,CUST03771,2025-07-01,32.95,18,42.52,0
U03771_15,CUST03771,2025-08-01,9.16,28,39.23,0
U03771_16,CUST03771,2025-09-01,13.73,7,31.22,0
U03771_17,CUST03771,2025-10-01,13.9,26,42.74,0
U03771_18,CUST03771,2025-11-01,21.01,27,34.66,0
U03772_01,CUST03772,2024-10-01,20.09,20,39.3,2
U03772_02,CUST03772,2024-11-01,39.5,14,28.87,0
U03772_03,CUST03772,2024-12-01,11.83,29,31.49,1
U03772_04,CUST03772,2025-01-01,27.88,8,45.39,1
U03772_05,CUST03772,2025-02-01,42.25,10,39.9,1
U03772_06,CUST03772,2025-03-01,21.13,12,26.27,0
U03772_07,CUST03772,2025-04-01,20.32,20,29.49,1
U03772_08,CUST03772,2025-05-01,11.03,15,27.19,1
U03772_09,CUST03772,2025-06-01,18.48,21,31.51,0
U03772_10,CUST03772,2025-07-01,17.82,9,15.69,1
U03772_11,CUST03772,2025-08-01,17.09,21,44.39,2
U03772_12,CUST03772,2025-09-01,18.26,21,41.29,0
U03772_13,CUST03772,2025-10-01,27.77,18,34.85,0
U03772_14,CUST03772,2025-11-01,36.47,26,40.1,3
U03772_15,CUST03772,2025-12-01,21.56,12,30.46,0
U03772_16,CUST03772,2026-01-01,45.69,17,26.15,0
U03772_17,CUST03772,2026-02-01,25.49,13,41.97,2
U03773_01,CUST03773,2024-01-01,27.17,20,21.72,0
U03773_02,CUST03773,2024-02-01,24.01,34,3.78,2
U03773_03,CUST03773,2024-03-01,10.81,26,4.83,0
U03773_04,CUST03773,2024-04-01,19.06,31,23.2,2
U03773_05,CUST03773,2024-05-01,4.74,11,18.89,1
U03773_06,CUST03773,2024-06-01,11.54,21,7.44,2
U03773_07,CUST03773,2024-07-01,8.67,12,23.42,1
U03773_08,CUST03773,2024-08-01,30.79,18,11.43,0
U03773_09,CUST03773,2024-09-01,41.33,21,21.53,2
U03773_10,CUST03773,2024-10-01,21.05,16,14.27,0
U03773_11,CUST03773,2024-11-01,39.21,24,34.44,0
U03773_12,CUST03773,2024-12-01,18.1,19,9.37,0
U03773_13,CUST03773,2025-01-01,21.49,23,8.71,0
U03773_14,CUST03773,2025-02-01,7.69,20,16.7,1
U03773_15,CUST03773,2025-03-01,21.67,17,22.99,1
U03773_16,CUST03773,2025-04-01,30.84,10,11.54,0
U03773_17,CUST03773,2025-05-01,20.24,8,19.95,0
U03774_01,CUST03774,2024-12-01,17.59,4,32.94,0
U03774_02,CUST03774,2025-01-01,12.93,20,48.14,1
U03774_03,CUST03774,2025-02-01,23.24,24,21.01,2
U03774_04,CUST03774,2025-03-01,20.32,19,36.86,2
U03774_05,CUST03774,2025-04-01,6.75,21,25.67,1
U03774_06,CUST03774,2025-05-01,8.56,22,29.74,0
U03774_07,CUST03774,2025-06-01,21.95,19,14.23,1
U03774_08,CUST03774,2025-07-01,8.02,22,51.61,1
U03774_09,CUST03774,2025-08-01,10.65,16,34.49,1
U03774_10,CUST03774,2025-09-01,21.6,18,0.81,1
U03774_11,CUST03774,2025-10-01,24.55,25,33.14,0
U03774_12,CUST03774,2025-11-01,20.12,6,26.1,1
U03774_13,CUST03774,2025-12-01,28.78,20,27.09,1
U03774_14,CUST03774,2026-01-01,45.17,1,15.94,1
U03774_15,CUST03774,2026-02-01,53.69,22,61.84,1
U03774_16,CUST03774,2026-03-01,33.24,18,23.87,2
U03774_17,CUST03774,2026-04-01,20.62,16,11.16,0
U03775_01,CUST03775,2026-04-01,16.23,18,29.88,0
U03775_02,CUST03775,2026-05-01,14.08,18,5.87,0
U03776_01,CUST03776,2025-09-01,8.43,17,45.77,3
U03776_02,CUST03776,2025-10-01,18.66,11,38.28,1
U03776_03,CUST03776,2025-11-01,6.02,26,44.88,1
U03776_04,CUST03776,2025-12-01,35.52,26,27.55,1
U03776_05,CUST03776,2026-01-01,28.17,2,27.48,1
U03776_06,CUST03776,2026-02-01,10.89,17,41.06,4
U03776_07,CUST03776,2026-03-01,39.28,16,34.63,0
U03776_08,CUST03776,2026-04-01,9.06,5,29.1,1
U03776_09,CUST03776,2026-05-01,36.99,12,40.29,0
U03777_01,CUST03777,2025-10-01,28.06,2,54.6,1
U03777_02,CUST03777,2025-11-01,23.28,13,40.69,5
U03777_03,CUST03777,2025-12-01,7.28,28,37.52,3
U03777_04,CUST03777,2026-01-01,16.44,32,29.56,1
U03777_05,CUST03777,2026-02-01,10.41,11,36.15,1
U03777_06,CUST03777,2026-03-01,15.48,13,33.82,0
U03777_07,CUST03777,2026-04-01,24.65,18,29.64,1
U03777_08,CUST03777,2026-05-01,37.18,20,34.98,0
U03778_01,CUST03778,2024-06-01,24.71,25,31.99,2
U03778_02,CUST03778,2024-07-01,9.36,18,30.56,0
U03778_03,CUST03778,2024-08-01,27.22,15,17.27,1
U03778_04,CUST03778,2024-09-01,6.33,23,16.28,0
U03778_05,CUST03778,2024-10-01,7.01,6,40.92,3
U03778_06,CUST03778,2024-11-01,21.99,11,23.42,0
U03778_07,CUST03778,2024-12-01,10.36,9,23.84,1
U03778_08,CUST03778,2025-01-01,36.85,4,38.79,1
U03778_09,CUST03778,2025-02-01,8.23,21,27.76,2
U03778_10,CUST03778,2025-03-01,42.0,17,33.98,3
U03778_11,CUST03778,2025-04-01,24.59,14,27.57,0
U03778_12,CUST03778,2025-05-01,11.64,14,32.11,0
U03778_13,CUST03778,2025-06-01,13.74,27,47.65,2
U03778_14,CUST03778,2025-07-01,11.27,27,42.81,0
U03778_15,CUST03778,2025-08-01,4.61,21,47.53,1
U03778_16,CUST03778,2025-09-01,57.88,5,27.5,0
U03778_17,CUST03778,2025-10-01,6.35,14,38.23,0
U03778_18,CUST03778,2025-11-01,21.55,11,35.57,0
U03779_01,CUST03779,2025-04-01,9.56,25,29.55,0
U03779_02,CUST03779,2025-05-01,12.98,28,12.78,1
U03779_03,CUST03779,2025-06-01,20.25,4,15.01,1
U03779_04,CUST03779,2025-07-01,15.23,22,23.11,0
U03779_05,CUST03779,2025-08-01,48.35,12,28.22,0
U03779_06,CUST03779,2025-09-01,35.23,20,10.56,0
U03779_07,CUST03779,2025-10-01,51.34,24,45.85,1
U03779_08,CUST03779,2025-11-01,27.8,25,8.66,3
U03779_09,CUST03779,2025-12-01,7.57,14,19.26,0
U03779_10,CUST03779,2026-01-01,12.16,34,14.45,0
U03779_11,CUST03779,2026-02-01,7.02,24,19.78,0
U03779_12,CUST03779,2026-03-01,8.44,13,15.47,0
U03779_13,CUST03779,2026-04-01,34.29,13,19.44,2
U03780_01,CUST03780,2024-09-01,15.09,21,16.37,0
U03780_02,CUST03780,2024-10-01,19.2,10,24.92,0
U03780_03,CUST03780,2024-11-01,7.92,5,27.47,0
U03780_04,CUST03780,2024-12-01,23.29,14,30.83,2
U03780_05,CUST03780,2025-01-01,28.89,20,48.2,0
U03780_06,CUST03780,2025-02-01,8.07,20,35.22,1
U03780_07,CUST03780,2025-03-01,4.03,9,21.5,0
U03780_08,CUST03780,2025-04-01,18.25,11,25.33,0
U03780_09,CUST03780,2025-05-01,43.54,11,37.87,1
U03780_10,CUST03780,2025-06-01,30.43,19,13.97,3
U03780_11,CUST03780,2025-07-01,51.23,28,41.32,0
U03780_12,CUST03780,2025-08-01,14.39,17,6.93,1
U03780_13,CUST03780,2025-09-01,9.84,13,14.93,1
U03780_14,CUST03780,2025-10-01,37.78,17,13.66,2
U03780_15,CUST03780,2025-11-01,18.17,11,34.93,2
U03780_16,CUST03780,2025-12-01,26.77,20,39.54,0
U03780_17,CUST03780,2026-01-01,56.7,17,29.47,1
U03780_18,CUST03780,2026-02-01,15.42,22,34.6,0
U03781_01,CUST03781,2026-04-01,11.33,23,0.2,3
U03782_01,CUST03782,2024-12-01,9.36,16,42.02,1
U03782_02,CUST03782,2025-01-01,17.11,13,31.63,0
U03782_03,CUST03782,2025-02-01,17.71,20,20.82,1
U03782_04,CUST03782,2025-03-01,48.5,13,14.92,2
U03782_05,CUST03782,2025-04-01,45.84,5,22.23,2
U03782_06,CUST03782,2025-05-01,6.11,13,37.77,2
U03782_07,CUST03782,2025-06-01,23.1,19,37.82,3
U03782_08,CUST03782,2025-07-01,37.99,19,51.55,0
U03782_09,CUST03782,2025-08-01,32.44,14,19.44,0
U03782_10,CUST03782,2025-09-01,30.5,15,44.54,1
U03782_11,CUST03782,2025-10-01,15.52,20,25.34,2
U03782_12,CUST03782,2025-11-01,34.49,5,23.08,1
U03782_13,CUST03782,2025-12-01,21.19,20,35.92,1
U03782_14,CUST03782,2026-01-01,42.16,25,43.71,1
U03782_15,CUST03782,2026-02-01,42.39,23,41.88,0
U03782_16,CUST03782,2026-03-01,24.11,13,24.32,1
U03782_17,CUST03782,2026-04-01,16.68,18,52.13,1
U03783_01,CUST03783,2025-05-01,21.59,8,45.01,1
U03783_02,CUST03783,2025-06-01,11.38,10,55.64,2
U03783_03,CUST03783,2025-07-01,30.47,16,28.14,3
U03783_04,CUST03783,2025-08-01,7.74,17,31.47,0
U03783_05,CUST03783,2025-09-01,26.63,21,36.88,0
U03783_06,CUST03783,2025-10-01,27.34,10,14.5,1
U03783_07,CUST03783,2025-11-01,13.4,25,34.42,2
U03783_08,CUST03783,2025-12-01,16.22,8,12.19,1
U03783_09,CUST03783,2026-01-01,25.24,21,27.3,1
U03783_10,CUST03783,2026-02-01,17.23,16,42.13,0
U03783_11,CUST03783,2026-03-01,22.65,28,36.04,0
U03783_12,CUST03783,2026-04-01,34.85,14,42.8,2
U03784_01,CUST03784,2024-07-01,25.77,22,36.71,1
U03784_02,CUST03784,2024-08-01,15.87,22,36.54,1
U03784_03,CUST03784,2024-09-01,44.03,17,29.36,0
U03784_04,CUST03784,2024-10-01,34.3,22,22.02,2
U03784_05,CUST03784,2024-11-01,17.57,4,35.16,0
U03784_06,CUST03784,2024-12-01,47.59,11,45.29,0
U03784_07,CUST03784,2025-01-01,40.4,7,24.0,2
U03784_08,CUST03784,2025-02-01,23.94,28,7.86,1
U03784_09,CUST03784,2025-03-01,3.13,10,24.14,2
U03784_10,CUST03784,2025-04-01,56.38,6,15.55,3
U03784_11,CUST03784,2025-05-01,32.48,31,16.28,1
U03784_12,CUST03784,2025-06-01,2.68,18,33.09,0
U03784_13,CUST03784,2025-07-01,16.16,16,28.97,1
U03784_14,CUST03784,2025-08-01,18.08,10,31.73,2
U03784_15,CUST03784,2025-09-01,18.79,31,43.54,3
U03784_16,CUST03784,2025-10-01,12.64,26,43.73,0
U03784_17,CUST03784,2025-11-01,38.14,11,33.44,3
U03784_18,CUST03784,2025-12-01,18.07,28,24.69,0
U03785_01,CUST03785,2024-03-01,23.63,12,27.2,1
U03785_02,CUST03785,2024-04-01,32.98,19,16.32,2
U03785_03,CUST03785,2024-05-01,15.57,17,32.63,2
U03785_04,CUST03785,2024-06-01,34.34,13,29.36,1
U03785_05,CUST03785,2024-07-01,21.37,24,29.67,0
U03785_06,CUST03785,2024-08-01,6.79,29,22.9,0
U03785_07,CUST03785,2024-09-01,33.8,9,40.17,1
U03785_08,CUST03785,2024-10-01,6.99,16,20.37,1
U03785_09,CUST03785,2024-11-01,20.66,11,35.22,1
U03785_10,CUST03785,2024-12-01,35.79,13,31.73,1
U03785_11,CUST03785,2025-01-01,20.71,16,27.18,1
U03785_12,CUST03785,2025-02-01,22.92,17,50.38,0
U03785_13,CUST03785,2025-03-01,10.53,13,30.65,3
U03785_14,CUST03785,2025-04-01,13.58,19,21.17,1
U03785_15,CUST03785,2025-05-01,31.88,21,12.4,2
U03785_16,CUST03785,2025-06-01,31.42,4,45.86,0
U03785_17,CUST03785,2025-07-01,41.11,24,55.91,2
U03786_01,CUST03786,2024-12-01,31.14,5,38.66,2
U03786_02,CUST03786,2025-01-01,23.0,20,42.74,1
U03786_03,CUST03786,2025-02-01,17.27,10,29.0,0
U03786_04,CUST03786,2025-03-01,34.77,21,45.67,1
U03786_05,CUST03786,2025-04-01,10.14,28,25.28,0
U03786_06,CUST03786,2025-05-01,32.76,24,40.57,0
U03786_07,CUST03786,2025-06-01,34.04,26,33.23,0
U03786_08,CUST03786,2025-07-01,42.94,17,35.46,0
U03786_09,CUST03786,2025-08-01,22.84,27,40.54,0
U03786_10,CUST03786,2025-09-01,26.84,21,36.57,2
U03786_11,CUST03786,2025-10-01,12.72,21,41.21,1
U03786_12,CUST03786,2025-11-01,21.36,17,19.5,1
U03786_13,CUST03786,2025-12-01,22.03,18,16.08,0
U03786_14,CUST03786,2026-01-01,15.2,25,32.61,0
U03786_15,CUST03786,2026-02-01,15.22,10,41.82,1
U03786_16,CUST03786,2026-03-01,22.37,17,29.94,1
U03786_17,CUST03786,2026-04-01,18.95,13,29.22,0
U03787_01,CUST03787,2025-10-01,10.63,25,17.52,1
U03787_02,CUST03787,2025-11-01,28.12,23,38.64,1
U03787_03,CUST03787,2025-12-01,4.06,15,52.3,0
U03787_04,CUST03787,2026-01-01,15.5,15,32.38,1
U03787_05,CUST03787,2026-02-01,38.05,28,20.61,0
U03787_06,CUST03787,2026-03-01,16.73,22,24.2,1
U03787_07,CUST03787,2026-04-01,30.64,16,21.46,1
U03788_01,CUST03788,2025-11-01,4.5,14,21.19,2
U03788_02,CUST03788,2025-12-01,7.1,21,27.52,0
U03788_03,CUST03788,2026-01-01,26.17,18,24.44,0
U03788_04,CUST03788,2026-02-01,29.84,19,23.15,0
U03788_05,CUST03788,2026-03-01,10.22,22,27.92,0
U03788_06,CUST03788,2026-04-01,13.23,10,28.51,0
U03788_07,CUST03788,2026-05-01,22.57,21,30.88,2
U03789_01,CUST03789,2025-10-01,45.21,22,36.29,0
