Payment_ID,Customer_ID,Payment_Date,Amount,Payment_Method,Payment_Status
PAY0029515,CUST03008,2025-12-26,1499,Credit Card,Success
PAY0029516,CUST03008,2026-01-26,1499,Credit Card,Success
PAY0029517,CUST03008,2026-02-26,4497,Credit Card,Success
PAY0029518,CUST03008,2026-03-26,1499,Credit Card,Success
PAY0029519,CUST03008,2026-04-26,1499,Credit Card,Success
PAY0029520,CUST03009,2024-07-01,9588,Credit Card,Success
PAY0029521,CUST03009,2024-08-01,799,Credit Card,Success
PAY0029522,CUST03009,2024-09-01,799,Credit Card,Success
PAY0029523,CUST03009,2024-10-01,2397,Credit Card,Success
PAY0029524,CUST03009,2024-11-01,799,Credit Card,Success
PAY0029525,CUST03009,2024-12-01,799,Credit Card,Success
PAY0029526,CUST03009,2025-01-01,9588,Credit Card,Success
PAY0029527,CUST03009,2025-02-01,9588,Credit Card,Success
PAY0029528,CUST03009,2025-03-01,1598,Credit Card,Success
PAY0029529,CUST03009,2025-04-01,1598,Credit Card,Success
PAY0029530,CUST03009,2025-05-01,9588,Credit Card,Success
PAY0029531,CUST03009,2025-06-01,1598,Credit Card,Failed
PAY0029532,CUST03010,2024-10-28,998,AutoPay,Success
PAY0029533,CUST03010,2024-11-28,499,AutoPay,Success
PAY0029534,CUST03010,2024-12-28,499,AutoPay,Success
PAY0029535,CUST03010,2025-01-28,499,AutoPay,Success
PAY0029536,CUST03010,2025-02-28,5988,AutoPay,Success
PAY0029537,CUST03010,2025-03-28,998,AutoPay,Success
PAY0029538,CUST03010,2025-04-28,1497,AutoPay,Success
PAY0029539,CUST03010,2025-05-28,499,AutoPay,Success
PAY0029540,CUST03010,2025-06-28,998,AutoPay,Success
PAY0029541,CUST03010,2025-07-28,499,AutoPay,Success
PAY0029542,CUST03010,2025-08-28,1497,AutoPay,Failed
PAY0029543,CUST03010,2025-09-28,499,AutoPay,Success
PAY0029544,CUST03011,2025-10-13,1499,UPI,Success
PAY0029545,CUST03011,2025-11-13,1499,UPI,Failed
PAY0029546,CUST03011,2025-12-13,1499,UPI,Success
PAY0029547,CUST03011,2026-01-13,1499,UPI,Success
PAY0029548,CUST03011,2026-02-13,1499,UPI,Success
PAY0029549,CUST03011,2026-03-13,1499,UPI,Success
PAY0029550,CUST03011,2026-04-13,1499,UPI,Success
PAY0029551,CUST03012,2025-06-20,799,AutoPay,Success
PAY0029552,CUST03012,2025-07-20,799,AutoPay,Success
PAY0029553,CUST03012,2025-08-20,799,AutoPay,Success
PAY0029554,CUST03012,2025-09-20,799,AutoPay,Success
PAY0029555,CUST03012,2025-10-20,799,AutoPay,Success
PAY0029556,CUST03012,2025-11-20,799,AutoPay,Success
PAY0029557,CUST03012,2025-12-20,799,AutoPay,Success
PAY0029558,CUST03012,2026-01-20,799,AutoPay,Success
PAY0029559,CUST03012,2026-02-20,799,AutoPay,Success
PAY0029560,CUST03012,2026-03-20,799,AutoPay,Success
PAY0029561,CUST03012,2026-04-20,799,AutoPay,Success
PAY0029562,CUST03013,2025-07-28,799,Credit Card,Success
PAY0029563,CUST03013,2025-08-28,799,Credit Card,Success
PAY0029564,CUST03013,2025-09-28,799,Credit Card,Success
PAY0029565,CUST03013,2025-10-28,9588,Credit Card,Success
PAY0029566,CUST03013,2025-11-28,2397,Credit Card,Success
PAY0029567,CUST03013,2025-12-28,799,Credit Card,Success
PAY0029568,CUST03013,2026-01-28,799,Credit Card,Failed
PAY0029569,CUST03013,2026-02-28,2397,Credit Card,Success
PAY0029570,CUST03013,2026-03-28,799,Credit Card,Success
PAY0029571,CUST03013,2026-04-28,2397,Credit Card,Success
PAY0029572,CUST03014,2026-02-19,3597,UPI,Success
PAY0029573,CUST03014,2026-03-19,1199,UPI,Success
PAY0029574,CUST03014,2026-04-19,1199,UPI,Success
PAY0029575,CUST03015,2024-02-05,799,AutoPay,Success
PAY0029576,CUST03015,2024-03-05,799,AutoPay,Success
PAY0029577,CUST03015,2024-04-05,799,AutoPay,Success
PAY0029578,CUST03015,2024-05-05,799,AutoPay,Success
PAY0029579,CUST03015,2024-06-05,799,AutoPay,Success
PAY0029580,CUST03015,2024-07-05,799,AutoPay,Success
PAY0029581,CUST03015,2024-08-05,799,AutoPay,Success
PAY0029582,CUST03015,2024-09-05,799,AutoPay,Success
PAY0029583,CUST03015,2024-10-05,799,AutoPay,Success
PAY0029584,CUST03015,2024-11-05,799,AutoPay,Success
PAY0029585,CUST03015,2024-12-05,799,AutoPay,Success
PAY0029586,CUST03015,2025-01-05,799,AutoPay,Success
PAY0029587,CUST03016,2026-02-22,799,Debit Card,Success
PAY0029588,CUST03016,2026-03-22,799,Debit Card,Success
PAY0029589,CUST03016,2026-04-22,799,Debit Card,Success
PAY0029590,CUST03016,2026-05-22,799,Debit Card,Success
PAY0029591,CUST03017,2024-03-20,3597,Debit Card,Success
PAY0029592,CUST03017,2024-04-20,1199,Debit Card,Success
PAY0029593,CUST03017,2024-05-20,3597,Debit Card,Failed
PAY0029594,CUST03017,2024-06-20,2398,Debit Card,Success
PAY0029595,CUST03017,2024-07-20,1199,Debit Card,Success
PAY0029596,CUST03017,2024-08-20,1199,Debit Card,Success
PAY0029597,CUST03017,2024-09-20,2398,Debit Card,Success
PAY0029598,CUST03017,2024-10-20,14388,Debit Card,Success
PAY0029599,CUST03017,2024-11-20,1199,Debit Card,Success
PAY0029600,CUST03017,2024-12-20,1199,Debit Card,Success
PAY0029601,CUST03017,2025-01-20,1199,Debit Card,Success
PAY0029602,CUST03017,2025-02-20,1199,Debit Card,Failed
PAY0029603,CUST03018,2025-04-20,499,Net Banking,Success
PAY0029604,CUST03018,2025-05-20,499,Net Banking,Success
PAY0029605,CUST03018,2025-06-20,499,Net Banking,Failed
PAY0029606,CUST03018,2025-07-20,499,Net Banking,Success
PAY0029607,CUST03018,2025-08-20,499,Net Banking,Success
PAY0029608,CUST03018,2025-09-20,499,Net Banking,Success
PAY0029609,CUST03018,2025-10-20,499,Net Banking,Success
PAY0029610,CUST03018,2025-11-20,499,Net Banking,Success
PAY0029611,CUST03018,2025-12-20,499,Net Banking,Success
PAY0029612,CUST03018,2026-01-20,499,Net Banking,Success
PAY0029613,CUST03018,2026-02-20,499,Net Banking,Success
PAY0029614,CUST03018,2026-03-20,499,Net Banking,Success
PAY0029615,CUST03019,2025-02-01,799,Net Banking,Success
PAY0029616,CUST03019,2025-03-01,799,Net Banking,Success
PAY0029617,CUST03019,2025-04-01,799,Net Banking,Success
PAY0029618,CUST03019,2025-05-01,799,Net Banking,Success
PAY0029619,CUST03019,2025-06-01,799,Net Banking,Success
PAY0029620,CUST03019,2025-07-01,799,Net Banking,Success
PAY0029621,CUST03019,2025-08-01,799,Net Banking,Success
PAY0029622,CUST03019,2025-09-01,799,Net Banking,Success
PAY0029623,CUST03019,2025-10-01,799,Net Banking,Success
PAY0029624,CUST03019,2025-11-01,799,Net Banking,Success
PAY0029625,CUST03019,2025-12-01,799,Net Banking,Success
PAY0029626,CUST03019,2026-01-01,799,Net Banking,Success
PAY0029627,CUST03020,2024-03-16,5988,Debit Card,Success
PAY0029628,CUST03020,2024-04-16,998,Debit Card,Success
PAY0029629,CUST03020,2024-05-16,1497,Debit Card,Success
PAY0029630,CUST03020,2024-06-16,499,Debit Card,Failed
PAY0029631,CUST03020,2024-07-16,499,Debit Card,Success
PAY0029632,CUST03020,2024-08-16,499,Debit Card,Success
PAY0029633,CUST03020,2024-09-16,5988,Debit Card,Success
PAY0029634,CUST03020,2024-10-16,5988,Debit Card,Success
PAY0029635,CUST03020,2024-11-16,5988,Debit Card,Success
PAY0029636,CUST03020,2024-12-16,499,Debit Card,Success
PAY0029637,CUST03020,2025-01-16,1497,Debit Card,Failed
PAY0029638,CUST03020,2025-02-16,499,Debit Card,Success
PAY0029639,CUST03021,2024-06-22,1199,Net Banking,Failed
PAY0029640,CUST03021,2024-07-22,1199,Net Banking,Success
PAY0029641,CUST03021,2024-08-22,1199,Net Banking,Success
PAY0029642,CUST03021,2024-09-22,1199,Net Banking,Success
PAY0029643,CUST03021,2024-10-22,1199,Net Banking,Success
PAY0029644,CUST03021,2024-11-22,1199,Net Banking,Success
PAY0029645,CUST03021,2024-12-22,1199,Net Banking,Success
PAY0029646,CUST03021,2025-01-22,1199,Net Banking,Success
PAY0029647,CUST03021,2025-02-22,1199,Net Banking,Success
PAY0029648,CUST03021,2025-03-22,1199,Net Banking,Success
PAY0029649,CUST03021,2025-04-22,1199,Net Banking,Success
PAY0029650,CUST03021,2025-05-22,1199,Net Banking,Success
PAY0029651,CUST03022,2026-04-02,499,AutoPay,Success
PAY0029652,CUST03022,2026-05-02,499,AutoPay,Success
PAY0029653,CUST03023,2025-11-02,1199,Credit Card,Success
PAY0029654,CUST03023,2025-12-02,3597,Credit Card,Success
PAY0029655,CUST03023,2026-01-02,2398,Credit Card,Success
PAY0029656,CUST03023,2026-02-02,1199,Credit Card,Success
PAY0029657,CUST03023,2026-03-02,1199,Credit Card,Success
PAY0029658,CUST03023,2026-04-02,2398,Credit Card,Success
PAY0029659,CUST03024,2025-07-28,1199,Debit Card,Success
PAY0029660,CUST03024,2025-08-28,1199,Debit Card,Success
PAY0029661,CUST03024,2025-09-28,1199,Debit Card,Success
PAY0029662,CUST03024,2025-10-28,1199,Debit Card,Success
PAY0029663,CUST03024,2025-11-28,1199,Debit Card,Success
PAY0029664,CUST03024,2025-12-28,1199,Debit Card,Success
PAY0029665,CUST03024,2026-01-28,1199,Debit Card,Failed
PAY0029666,CUST03024,2026-02-28,1199,Debit Card,Success
PAY0029667,CUST03024,2026-03-28,1199,Debit Card,Success
PAY0029668,CUST03024,2026-04-28,1199,Debit Card,Success
PAY0029669,CUST03024,2026-05-28,1199,Debit Card,Success
PAY0029670,CUST03025,2025-07-23,1199,Net Banking,Success
PAY0029671,CUST03025,2025-08-23,1199,Net Banking,Success
PAY0029672,CUST03025,2025-09-23,1199,Net Banking,Success
PAY0029673,CUST03025,2025-10-23,1199,Net Banking,Failed
PAY0029674,CUST03025,2025-11-23,1199,Net Banking,Failed
PAY0029675,CUST03025,2025-12-23,1199,Net Banking,Success
PAY0029676,CUST03025,2026-01-23,1199,Net Banking,Success
PAY0029677,CUST03025,2026-02-23,1199,Net Banking,Success
PAY0029678,CUST03025,2026-03-23,1199,Net Banking,Success
PAY0029679,CUST03025,2026-04-23,1199,Net Banking,Success
PAY0029680,CUST03025,2026-05-23,1199,Net Banking,Success
PAY0029681,CUST03026,2024-12-19,1598,UPI,Success
PAY0029682,CUST03026,2025-01-19,9588,UPI,Success
PAY0029683,CUST03026,2025-02-19,1598,UPI,Success
PAY0029684,CUST03026,2025-03-19,799,UPI,Success
PAY0029685,CUST03026,2025-04-19,2397,UPI,Success
PAY0029686,CUST03026,2025-05-19,9588,UPI,Failed
PAY0029687,CUST03026,2025-06-19,799,UPI,Success
PAY0029688,CUST03026,2025-07-19,799,UPI,Success
PAY0029689,CUST03026,2025-08-19,799,UPI,Success
PAY0029690,CUST03026,2025-09-19,799,UPI,Failed
PAY0029691,CUST03026,2025-10-19,1598,UPI,Success
PAY0029692,CUST03026,2025-11-19,799,UPI,Success
PAY0029693,CUST03027,2024-01-27,1199,Net Banking,Success
PAY0029694,CUST03027,2024-02-27,1199,Net Banking,Success
PAY0029695,CUST03027,2024-03-27,1199,Net Banking,Success
PAY0029696,CUST03027,2024-04-27,1199,Net Banking,Success
PAY0029697,CUST03027,2024-05-27,1199,Net Banking,Failed
PAY0029698,CUST03027,2024-06-27,1199,Net Banking,Success
PAY0029699,CUST03027,2024-07-27,1199,Net Banking,Success
PAY0029700,CUST03027,2024-08-27,1199,Net Banking,Success
PAY0029701,CUST03027,2024-09-27,1199,Net Banking,Success
PAY0029702,CUST03027,2024-10-27,1199,Net Banking,Success
PAY0029703,CUST03027,2024-11-27,1199,Net Banking,Success
PAY0029704,CUST03027,2024-12-27,1199,Net Banking,Success
PAY0029705,CUST03028,2025-10-23,1499,Credit Card,Success
PAY0029706,CUST03028,2025-11-23,1499,Credit Card,Success
PAY0029707,CUST03028,2025-12-23,1499,Credit Card,Success
PAY0029708,CUST03028,2026-01-23,2998,Credit Card,Success
PAY0029709,CUST03028,2026-02-23,1499,Credit Card,Success
PAY0029710,CUST03028,2026-03-23,17988,Credit Card,Success
PAY0029711,CUST03028,2026-04-23,1499,Credit Card,Failed
PAY0029712,CUST03028,2026-05-23,4497,Credit Card,Success
PAY0029713,CUST03029,2024-04-17,1497,Credit Card,Success
PAY0029714,CUST03029,2024-05-17,499,Credit Card,Success
PAY0029715,CUST03029,2024-06-17,5988,Credit Card,Success
PAY0029716,CUST03029,2024-07-17,499,Credit Card,Success
PAY0029717,CUST03029,2024-08-17,499,Credit Card,Success
PAY0029718,CUST03029,2024-09-17,5988,Credit Card,Failed
PAY0029719,CUST03029,2024-10-17,499,Credit Card,Success
PAY0029720,CUST03029,2024-11-17,499,Credit Card,Success
PAY0029721,CUST03029,2024-12-17,499,Credit Card,Success
PAY0029722,CUST03029,2025-01-17,1497,Credit Card,Success
PAY0029723,CUST03029,2025-02-17,998,Credit Card,Failed
PAY0029724,CUST03029,2025-03-17,499,Credit Card,Success
PAY0029725,CUST03030,2024-05-16,499,Credit Card,Success
PAY0029726,CUST03030,2024-06-16,499,Credit Card,Success
PAY0029727,CUST03030,2024-07-16,499,Credit Card,Failed
PAY0029728,CUST03030,2024-08-16,499,Credit Card,Success
PAY0029729,CUST03030,2024-09-16,499,Credit Card,Success
PAY0029730,CUST03030,2024-10-16,499,Credit Card,Failed
PAY0029731,CUST03030,2024-11-16,499,Credit Card,Success
PAY0029732,CUST03030,2024-12-16,499,Credit Card,Success
PAY0029733,CUST03030,2025-01-16,499,Credit Card,Success
PAY0029734,CUST03030,2025-02-16,499,Credit Card,Success
PAY0029735,CUST03030,2025-03-16,499,Credit Card,Success
PAY0029736,CUST03030,2025-04-16,499,Credit Card,Success
PAY0029737,CUST03031,2024-08-24,499,Credit Card,Success
PAY0029738,CUST03031,2024-09-24,499,Credit Card,Success
PAY0029739,CUST03031,2024-10-24,499,Credit Card,Success
PAY0029740,CUST03031,2024-11-24,499,Credit Card,Success
PAY0029741,CUST03031,2024-12-24,499,Credit Card,Success
PAY0029742,CUST03031,2025-01-24,499,Credit Card,Success
PAY0029743,CUST03031,2025-02-24,499,Credit Card,Success
PAY0029744,CUST03031,2025-03-24,499,Credit Card,Success
PAY0029745,CUST03031,2025-04-24,499,Credit Card,Success
PAY0029746,CUST03031,2025-05-24,499,Credit Card,Success
PAY0029747,CUST03031,2025-06-24,499,Credit Card,Success
PAY0029748,CUST03031,2025-07-24,499,Credit Card,Success
PAY0029749,CUST03032,2025-11-09,499,Credit Card,Success
PAY0029750,CUST03032,2025-12-09,1497,Credit Card,Success
PAY0029751,CUST03032,2026-01-09,499,Credit Card,Success
PAY0029752,CUST03032,2026-02-09,5988,Credit Card,Success
PAY0029753,CUST03032,2026-03-09,5988,Credit Card,Success
PAY0029754,CUST03032,2026-04-09,1497,Credit Card,Success
PAY0029755,CUST03032,2026-05-09,499,Credit Card,Success
PAY0029756,CUST03033,2025-02-21,998,AutoPay,Success
PAY0029757,CUST03033,2025-03-21,499,AutoPay,Success
PAY0029758,CUST03033,2025-04-21,499,AutoPay,Success
PAY0029759,CUST03033,2025-05-21,998,AutoPay,Success
PAY0029760,CUST03033,2025-06-21,499,AutoPay,Success
PAY0029761,CUST03033,2025-07-21,499,AutoPay,Success
PAY0029762,CUST03033,2025-08-21,998,AutoPay,Success
PAY0029763,CUST03033,2025-09-21,499,AutoPay,Success
PAY0029764,CUST03033,2025-10-21,499,AutoPay,Success
PAY0029765,CUST03033,2025-11-21,5988,AutoPay,Success
PAY0029766,CUST03033,2025-12-21,499,AutoPay,Success
PAY0029767,CUST03033,2026-01-21,998,AutoPay,Success
PAY0029768,CUST03034,2025-04-26,4497,Credit Card,Success
PAY0029769,CUST03034,2025-05-26,1499,Credit Card,Success
PAY0029770,CUST03034,2025-06-26,1499,Credit Card,Success
PAY0029771,CUST03034,2025-07-26,1499,Credit Card,Success
PAY0029772,CUST03034,2025-08-26,4497,Credit Card,Success
PAY0029773,CUST03034,2025-09-26,17988,Credit Card,Success
PAY0029774,CUST03034,2025-10-26,4497,Credit Card,Success
PAY0029775,CUST03034,2025-11-26,4497,Credit Card,Success
PAY0029776,CUST03034,2025-12-26,2998,Credit Card,Success
PAY0029777,CUST03034,2026-01-26,17988,Credit Card,Success
PAY0029778,CUST03034,2026-02-26,2998,Credit Card,Success
PAY0029779,CUST03034,2026-03-26,2998,Credit Card,Success
PAY0029780,CUST03035,2024-07-19,1598,Credit Card,Success
PAY0029781,CUST03035,2024-08-19,799,Credit Card,Success
PAY0029782,CUST03035,2024-09-19,2397,Credit Card,Success
PAY0029783,CUST03035,2024-10-19,799,Credit Card,Success
PAY0029784,CUST03035,2024-11-19,799,Credit Card,Success
PAY0029785,CUST03035,2024-12-19,799,Credit Card,Success
PAY0029786,CUST03035,2025-01-19,799,Credit Card,Success
PAY0029787,CUST03035,2025-02-19,2397,Credit Card,Success
PAY0029788,CUST03035,2025-03-19,799,Credit Card,Success
PAY0029789,CUST03035,2025-04-19,799,Credit Card,Success
PAY0029790,CUST03035,2025-05-19,2397,Credit Card,Success
PAY0029791,CUST03035,2025-06-19,9588,Credit Card,Success
PAY0029792,CUST03036,2026-03-16,2397,Credit Card,Success
PAY0029793,CUST03036,2026-04-16,9588,Credit Card,Success
PAY0029794,CUST03036,2026-05-16,799,Credit Card,Success
PAY0029795,CUST03037,2026-04-17,1199,Debit Card,Failed
PAY0029796,CUST03037,2026-05-17,1199,Debit Card,Success
PAY0029797,CUST03038,2026-04-10,799,Credit Card,Success
PAY0029798,CUST03038,2026-05-10,9588,Credit Card,Success
PAY0029799,CUST03039,2025-04-15,3597,Credit Card,Success
PAY0029800,CUST03039,2025-05-15,14388,Credit Card,Success
PAY0029801,CUST03039,2025-06-15,3597,Credit Card,Success
PAY0029802,CUST03039,2025-07-15,1199,Credit Card,Success
PAY0029803,CUST03039,2025-08-15,3597,Credit Card,Success
PAY0029804,CUST03039,2025-09-15,1199,Credit Card,Success
PAY0029805,CUST03039,2025-10-15,14388,Credit Card,Success
PAY0029806,CUST03039,2025-11-15,3597,Credit Card,Success
PAY0029807,CUST03039,2025-12-15,1199,Credit Card,Success
PAY0029808,CUST03039,2026-01-15,1199,Credit Card,Success
PAY0029809,CUST03039,2026-02-15,1199,Credit Card,Success
PAY0029810,CUST03039,2026-03-15,1199,Credit Card,Failed
PAY0029811,CUST03040,2025-08-16,1499,Debit Card,Failed
PAY0029812,CUST03040,2025-09-16,1499,Debit Card,Success
PAY0029813,CUST03040,2025-10-16,1499,Debit Card,Success
PAY0029814,CUST03040,2025-11-16,1499,Debit Card,Success
PAY0029815,CUST03040,2025-12-16,1499,Debit Card,Success
PAY0029816,CUST03040,2026-01-16,1499,Debit Card,Success
PAY0029817,CUST03040,2026-02-16,1499,Debit Card,Success
PAY0029818,CUST03040,2026-03-16,1499,Debit Card,Success
PAY0029819,CUST03040,2026-04-16,1499,Debit Card,Failed
PAY0029820,CUST03040,2026-05-16,1499,Debit Card,Success
PAY0029821,CUST03041,2026-01-28,499,AutoPay,Success
PAY0029822,CUST03041,2026-02-28,499,AutoPay,Success
PAY0029823,CUST03041,2026-03-28,499,AutoPay,Success
PAY0029824,CUST03041,2026-04-28,499,AutoPay,Success
PAY0029825,CUST03041,2026-05-28,499,AutoPay,Success
PAY0029826,CUST03042,2025-02-07,1199,AutoPay,Success
PAY0029827,CUST03042,2025-03-07,1199,AutoPay,Success
PAY0029828,CUST03042,2025-04-07,1199,AutoPay,Success
PAY0029829,CUST03042,2025-05-07,1199,AutoPay,Success
PAY0029830,CUST03042,2025-06-07,1199,AutoPay,Success
PAY0029831,CUST03042,2025-07-07,1199,AutoPay,Success
PAY0029832,CUST03042,2025-08-07,1199,AutoPay,Success
PAY0029833,CUST03042,2025-09-07,1199,AutoPay,Success
PAY0029834,CUST03042,2025-10-07,1199,AutoPay,Success
PAY0029835,CUST03042,2025-11-07,1199,AutoPay,Success
PAY0029836,CUST03042,2025-12-07,1199,AutoPay,Success
PAY0029837,CUST03042,2026-01-07,1199,AutoPay,Success
PAY0029838,CUST03043,2025-01-06,799,UPI,Success
PAY0029839,CUST03043,2025-02-06,799,UPI,Success
PAY0029840,CUST03043,2025-03-06,799,UPI,Success
PAY0029841,CUST03043,2025-04-06,799,UPI,Success
PAY0029842,CUST03043,2025-05-06,799,UPI,Success
PAY0029843,CUST03043,2025-06-06,799,UPI,Success
PAY0029844,CUST03043,2025-07-06,799,UPI,Success
PAY0029845,CUST03043,2025-08-06,799,UPI,Failed
PAY0029846,CUST03043,2025-09-06,799,UPI,Success
PAY0029847,CUST03043,2025-10-06,799,UPI,Failed
PAY0029848,CUST03043,2025-11-06,799,UPI,Success
PAY0029849,CUST03043,2025-12-06,799,UPI,Success
PAY0029850,CUST03044,2026-04-02,499,UPI,Success
PAY0029851,CUST03045,2024-05-26,1499,AutoPay,Success
PAY0029852,CUST03045,2024-06-26,17988,AutoPay,Success
PAY0029853,CUST03045,2024-07-26,1499,AutoPay,Success
PAY0029854,CUST03045,2024-08-26,4497,AutoPay,Success
PAY0029855,CUST03045,2024-09-26,2998,AutoPay,Success
PAY0029856,CUST03045,2024-10-26,1499,AutoPay,Success
PAY0029857,CUST03045,2024-11-26,2998,AutoPay,Success
PAY0029858,CUST03045,2024-12-26,1499,AutoPay,Success
PAY0029859,CUST03045,2025-01-26,1499,AutoPay,Success
PAY0029860,CUST03045,2025-02-26,1499,AutoPay,Success
PAY0029861,CUST03045,2025-03-26,2998,AutoPay,Success
PAY0029862,CUST03045,2025-04-26,1499,AutoPay,Success
PAY0029863,CUST03046,2024-06-23,499,Debit Card,Success
PAY0029864,CUST03046,2024-07-23,499,Debit Card,Success
PAY0029865,CUST03046,2024-08-23,499,Debit Card,Failed
PAY0029866,CUST03046,2024-09-23,499,Debit Card,Success
PAY0029867,CUST03046,2024-10-23,499,Debit Card,Success
PAY0029868,CUST03046,2024-11-23,499,Debit Card,Failed
PAY0029869,CUST03046,2024-12-23,499,Debit Card,Success
PAY0029870,CUST03046,2025-01-23,499,Debit Card,Success
PAY0029871,CUST03046,2025-02-23,499,Debit Card,Success
PAY0029872,CUST03046,2025-03-23,499,Debit Card,Success
PAY0029873,CUST03046,2025-04-23,499,Debit Card,Success
PAY0029874,CUST03046,2025-05-23,499,Debit Card,Success
PAY0029875,CUST03047,2025-05-04,2397,UPI,Failed
PAY0029876,CUST03047,2025-06-04,9588,UPI,Success
PAY0029877,CUST03047,2025-07-04,799,UPI,Success
PAY0029878,CUST03047,2025-08-04,799,UPI,Success
PAY0029879,CUST03047,2025-09-04,9588,UPI,Success
PAY0029880,CUST03047,2025-10-04,799,UPI,Success
PAY0029881,CUST03047,2025-11-04,9588,UPI,Success
PAY0029882,CUST03047,2025-12-04,799,UPI,Success
PAY0029883,CUST03047,2026-01-04,799,UPI,Success
PAY0029884,CUST03047,2026-02-04,799,UPI,Success
PAY0029885,CUST03047,2026-03-04,799,UPI,Failed
PAY0029886,CUST03047,2026-04-04,9588,UPI,Success
PAY0029887,CUST03048,2026-02-28,1199,Net Banking,Success
PAY0029888,CUST03048,2026-03-28,1199,Net Banking,Failed
PAY0029889,CUST03048,2026-04-28,1199,Net Banking,Success
PAY0029890,CUST03049,2025-03-24,1199,Net Banking,Success
PAY0029891,CUST03049,2025-04-24,1199,Net Banking,Success
PAY0029892,CUST03049,2025-05-24,1199,Net Banking,Success
PAY0029893,CUST03049,2025-06-24,1199,Net Banking,Success
PAY0029894,CUST03049,2025-07-24,1199,Net Banking,Success
PAY0029895,CUST03049,2025-08-24,1199,Net Banking,Success
PAY0029896,CUST03049,2025-09-24,1199,Net Banking,Failed
PAY0029897,CUST03049,2025-10-24,1199,Net Banking,Success
PAY0029898,CUST03049,2025-11-24,1199,Net Banking,Success
PAY0029899,CUST03049,2025-12-24,1199,Net Banking,Success
PAY0029900,CUST03049,2026-01-24,1199,Net Banking,Success
PAY0029901,CUST03049,2026-02-24,1199,Net Banking,Success
PAY0029902,CUST03050,2025-04-22,499,UPI,Success
PAY0029903,CUST03050,2025-05-22,499,UPI,Failed
PAY0029904,CUST03050,2025-06-22,499,UPI,Success
PAY0029905,CUST03050,2025-07-22,5988,UPI,Success
PAY0029906,CUST03050,2025-08-22,1497,UPI,Success
PAY0029907,CUST03050,2025-09-22,998,UPI,Success
PAY0029908,CUST03050,2025-10-22,499,UPI,Failed
PAY0029909,CUST03050,2025-11-22,5988,UPI,Success
PAY0029910,CUST03050,2025-12-22,1497,UPI,Success
PAY0029911,CUST03050,2026-01-22,5988,UPI,Failed
PAY0029912,CUST03050,2026-02-22,499,UPI,Success
PAY0029913,CUST03050,2026-03-22,499,UPI,Success
PAY0029914,CUST03051,2024-10-13,499,Credit Card,Success
PAY0029915,CUST03051,2024-11-13,499,Credit Card,Success
PAY0029916,CUST03051,2024-12-13,499,Credit Card,Success
PAY0029917,CUST03051,2025-01-13,499,Credit Card,Success
PAY0029918,CUST03051,2025-02-13,499,Credit Card,Failed
PAY0029919,CUST03051,2025-03-13,499,Credit Card,Success
PAY0029920,CUST03051,2025-04-13,499,Credit Card,Success
PAY0029921,CUST03051,2025-05-13,499,Credit Card,Success
PAY0029922,CUST03051,2025-06-13,499,Credit Card,Success
PAY0029923,CUST03051,2025-07-13,499,Credit Card,Success
PAY0029924,CUST03051,2025-08-13,499,Credit Card,Success
PAY0029925,CUST03051,2025-09-13,499,Credit Card,Success
PAY0029926,CUST03052,2025-08-05,1199,Debit Card,Failed
PAY0029927,CUST03052,2025-09-05,1199,Debit Card,Success
PAY0029928,CUST03052,2025-10-05,1199,Debit Card,Success
PAY0029929,CUST03052,2025-11-05,1199,Debit Card,Success
PAY0029930,CUST03052,2025-12-05,1199,Debit Card,Success
PAY0029931,CUST03052,2026-01-05,1199,Debit Card,Success
PAY0029932,CUST03052,2026-02-05,1199,Debit Card,Success
PAY0029933,CUST03052,2026-03-05,1199,Debit Card,Success
PAY0029934,CUST03052,2026-04-05,1199,Debit Card,Success
PAY0029935,CUST03052,2026-05-05,1199,Debit Card,Success
PAY0029936,CUST03053,2025-01-14,1199,AutoPay,Success
PAY0029937,CUST03053,2025-02-14,2398,AutoPay,Success
PAY0029938,CUST03053,2025-03-14,2398,AutoPay,Success
PAY0029939,CUST03053,2025-04-14,1199,AutoPay,Success
PAY0029940,CUST03053,2025-05-14,2398,AutoPay,Success
PAY0029941,CUST03053,2025-06-14,2398,AutoPay,Success
PAY0029942,CUST03053,2025-07-14,1199,AutoPay,Success
PAY0029943,CUST03053,2025-08-14,14388,AutoPay,Success
PAY0029944,CUST03053,2025-09-14,1199,AutoPay,Success
PAY0029945,CUST03053,2025-10-14,1199,AutoPay,Success
PAY0029946,CUST03053,2025-11-14,1199,AutoPay,Success
PAY0029947,CUST03053,2025-12-14,1199,AutoPay,Success
PAY0029948,CUST03054,2025-06-18,1499,Debit Card,Success
PAY0029949,CUST03054,2025-07-18,1499,Debit Card,Success
PAY0029950,CUST03054,2025-08-18,1499,Debit Card,Success
PAY0029951,CUST03054,2025-09-18,1499,Debit Card,Success
PAY0029952,CUST03054,2025-10-18,1499,Debit Card,Success
PAY0029953,CUST03054,2025-11-18,1499,Debit Card,Success
PAY0029954,CUST03054,2025-12-18,1499,Debit Card,Success
PAY0029955,CUST03054,2026-01-18,1499,Debit Card,Success
PAY0029956,CUST03054,2026-02-18,1499,Debit Card,Success
PAY0029957,CUST03054,2026-03-18,1499,Debit Card,Success
PAY0029958,CUST03054,2026-04-18,1499,Debit Card,Success
