Subscription_ID,Customer_ID,Plan,Monthly_Fee,Contract_Type,Support_Tier,Start_Date
SUB02004,CUST02004,Standard,799,Monthly,5,2025-07-12
SUB02005,CUST02005,Family,1499,Monthly,15,2024-01-30
SUB02006,CUST02006,Family,1499,Monthly,15,2026-04-23
SUB02007,CUST02007,Premium,1199,Monthly,10,2025-05-26
SUB02008,CUST02008,Standard,799,Monthly,5,2024-08-11
SUB02009,CUST02009,Family,1499,Annual,15,2024-12-16
SUB02010,CUST02010,Standard,799,Monthly,5,2025-06-11
SUB02011,CUST02011,Family,1499,Annual,15,2024-10-17
SUB02012,CUST02012,Family,1499,Monthly,15,2024-06-12
SUB02013,CUST02013,Basic,499,Monthly,2,2024-08-18
SUB02014,CUST02014,Standard,799,Monthly,5,2026-02-16
SUB02015,CUST02015,Basic,499,Monthly,2,2025-07-15
SUB02016,CUST02016,Basic,499,Monthly,2,2024-10-13
SUB02017,CUST02017,Family,1499,Quarterly,15,2025-01-25
SUB02018,CUST02018,Basic,499,Monthly,2,2024-05-17
SUB02019,CUST02019,Premium,1199,Monthly,10,2025-07-26
SUB02020,CUST02020,Premium,1199,Annual,10,2024-03-09
SUB02021,CUST02021,Family,1499,Monthly,15,2024-10-18
SUB02022,CUST02022,Family,1499,Quarterly,15,2025-01-05
SUB02023,CUST02023,Basic,499,Monthly,2,2024-01-09
SUB02024,CUST02024,Standard,799,Annual,5,2024-03-11
SUB02025,CUST02025,Basic,499,Monthly,2,2024-08-17
SUB02026,CUST02026,Premium,1199,Monthly,10,2025-08-15
SUB02027,CUST02027,Basic,499,Annual,2,2026-02-17
SUB02028,CUST02028,Family,1499,Monthly,15,2025-07-15
SUB02029,CUST02029,Standard,799,Monthly,5,2024-09-01
SUB02030,CUST02030,Family,1499,Monthly,15,2024-01-29
SUB02031,CUST02031,Standard,799,Monthly,5,2026-02-08
SUB02032,CUST02032,Basic,499,Quarterly,2,2025-02-07
SUB02033,CUST02033,Standard,799,Annual,5,2025-09-03
SUB02034,CUST02034,Standard,799,Monthly,5,2024-02-19
SUB02035,CUST02035,Standard,799,Quarterly,5,2024-12-11
SUB02036,CUST02036,Family,1499,Monthly,15,2024-11-14
SUB02037,CUST02037,Standard,799,Monthly,5,2025-02-09
SUB02038,CUST02038,Family,1499,Monthly,15,2025-02-25
SUB02039,CUST02039,Family,1499,Annual,15,2025-12-29
SUB02040,CUST02040,Basic,499,Monthly,2,2024-02-08
SUB02041,CUST02041,Basic,499,Quarterly,2,2026-03-29
SUB02042,CUST02042,Family,1499,Quarterly,15,2024-07-22
SUB02043,CUST02043,Family,1499,Annual,15,2024-11-18
SUB02044,CUST02044,Basic,499,Quarterly,2,2025-01-20
SUB02045,CUST02045,Basic,499,Monthly,2,2026-03-19
SUB02046,CUST02046,Standard,799,Annual,5,2026-04-12
SUB02047,CUST02047,Family,1499,Quarterly,15,2024-12-29
SUB02048,CUST02048,Premium,1199,Monthly,10,2024-03-09
SUB02049,CUST02049,Basic,499,Monthly,2,2024-02-24
SUB02050,CUST02050,Premium,1199,Annual,10,2025-04-04
SUB02051,CUST02051,Standard,799,Quarterly,5,2026-03-17
SUB02052,CUST02052,Standard,799,Monthly,5,2025-08-10
SUB02053,CUST02053,Family,1499,Annual,15,2024-12-15
SUB02054,CUST02054,Family,1499,Monthly,15,2024-04-15
SUB02055,CUST02055,Basic,499,Monthly,2,2024-10-26
SUB02056,CUST02056,Basic,499,Quarterly,2,2025-07-17
SUB02057,CUST02057,Standard,799,Annual,5,2025-04-15
SUB02058,CUST02058,Standard,799,Monthly,5,2025-12-22
SUB02059,CUST02059,Premium,1199,Monthly,10,2025-02-23
SUB02060,CUST02060,Premium,1199,Monthly,10,2024-05-16
SUB02061,CUST02061,Premium,1199,Monthly,10,2025-08-14
SUB02062,CUST02062,Family,1499,Monthly,15,2025-11-10
SUB02063,CUST02063,Standard,799,Monthly,5,2026-02-10
SUB02064,CUST02064,Family,1499,Monthly,15,2025-10-24
SUB02065,CUST02065,Standard,799,Monthly,5,2025-02-13
SUB02066,CUST02066,Family,1499,Monthly,15,2024-09-21
SUB02067,CUST02067,Premium,1199,Monthly,10,2026-01-04
SUB02068,CUST02068,Standard,799,Monthly,5,2024-07-21
SUB02069,CUST02069,Family,1499,Quarterly,15,2026-02-09
SUB02070,CUST02070,Premium,1199,Monthly,10,2024-12-31
SUB02071,CUST02071,Premium,1199,Quarterly,10,2025-10-06
SUB02072,CUST02072,Standard,799,Monthly,5,2025-04-24
SUB02073,CUST02073,Premium,1199,Annual,10,2026-02-14
SUB02074,CUST02074,Family,1499,Monthly,15,2025-02-16
SUB02075,CUST02075,Premium,1199,Monthly,10,2026-01-11
SUB02076,CUST02076,Standard,799,Quarterly,5,2025-09-21
SUB02077,CUST02077,Standard,799,Quarterly,5,2024-02-24
SUB02078,CUST02078,Basic,499,Annual,2,2024-08-06
SUB02079,CUST02079,Premium,1199,Annual,10,2024-07-31
SUB02080,CUST02080,Family,1499,Monthly,15,2024-01-24
SUB02081,CUST02081,Family,1499,Monthly,15,2024-10-19
SUB02082,CUST02082,Basic,499,Quarterly,2,2026-02-01
SUB02083,CUST02083,Basic,499,Quarterly,2,2025-03-29
SUB02084,CUST02084,Standard,799,Monthly,5,2024-02-11
SUB02085,CUST02085,Standard,799,Monthly,5,2025-02-06
SUB02086,CUST02086,Basic,499,Annual,2,2024-04-24
SUB02087,CUST02087,Family,1499,Monthly,15,2024-01-01
SUB02088,CUST02088,Family,1499,Monthly,15,2025-03-16
SUB02089,CUST02089,Premium,1199,Annual,10,2024-02-15
SUB02090,CUST02090,Family,1499,Monthly,15,2024-08-09
SUB02091,CUST02091,Family,1499,Monthly,15,2024-01-01
SUB02092,CUST02092,Premium,1199,Quarterly,10,2026-04-10
SUB02093,CUST02093,Premium,1199,Monthly,10,2025-02-14
SUB02094,CUST02094,Family,1499,Annual,15,2025-08-13
SUB02095,CUST02095,Family,1499,Annual,15,2025-12-25
SUB02096,CUST02096,Basic,499,Annual,2,2024-05-18
SUB02097,CUST02097,Standard,799,Annual,5,2024-01-08
SUB02098,CUST02098,Basic,499,Annual,2,2024-04-30
SUB02099,CUST02099,Premium,1199,Annual,10,2024-03-01
SUB02100,CUST02100,Standard,799,Annual,5,2024-02-01
SUB02101,CUST02101,Basic,499,Monthly,2,2024-02-13
SUB02102,CUST02102,Premium,1199,Monthly,10,2025-03-11
SUB02103,CUST02103,Family,1499,Monthly,15,2026-04-28
SUB02104,CUST02104,Basic,499,Monthly,2,2025-12-01
SUB02105,CUST02105,Premium,1199,Quarterly,10,2024-11-08
SUB02106,CUST02106,Family,1499,Annual,15,2025-05-22
SUB02107,CUST02107,Family,1499,Annual,15,2024-11-11
SUB02108,CUST02108,Standard,799,Monthly,5,2024-02-15
SUB02109,CUST02109,Premium,1199,Annual,10,2024-10-07
SUB02110,CUST02110,Premium,1199,Annual,10,2025-01-05
SUB02111,CUST02111,Standard,799,Monthly,5,2024-08-23
SUB02112,CUST02112,Basic,499,Annual,2,2024-05-30
SUB02113,CUST02113,Basic,499,Monthly,2,2025-12-06
SUB02114,CUST02114,Family,1499,Monthly,15,2025-05-29
SUB02115,CUST02115,Standard,799,Annual,5,2025-04-07
SUB02116,CUST02116,Basic,499,Monthly,2,2025-04-22
SUB02117,CUST02117,Family,1499,Monthly,15,2025-01-09
SUB02118,CUST02118,Premium,1199,Monthly,10,2025-12-26
SUB02119,CUST02119,Premium,1199,Monthly,10,2026-01-10
SUB02120,CUST02120,Basic,499,Monthly,2,2024-09-20
SUB02121,CUST02121,Premium,1199,Monthly,10,2024-10-20
SUB02122,CUST02122,Basic,499,Annual,2,2024-07-28
SUB02123,CUST02123,Standard,799,Monthly,5,2026-02-07
SUB02124,CUST02124,Family,1499,Monthly,15,2026-01-21
SUB02125,CUST02125,Premium,1199,Monthly,10,2025-01-10
SUB02126,CUST02126,Standard,799,Monthly,5,2025-05-17
SUB02127,CUST02127,Family,1499,Monthly,15,2025-09-08
SUB02128,CUST02128,Basic,499,Monthly,2,2025-04-15
SUB02129,CUST02129,Family,1499,Monthly,15,2026-02-19
SUB02130,CUST02130,Family,1499,Monthly,15,2025-05-07
SUB02131,CUST02131,Standard,799,Quarterly,5,2024-01-12
SUB02132,CUST02132,Basic,499,Annual,2,2026-04-10
SUB02133,CUST02133,Family,1499,Quarterly,15,2024-06-06
SUB02134,CUST02134,Basic,499,Monthly,2,2025-09-29
SUB02135,CUST02135,Family,1499,Monthly,15,2024-12-10
SUB02136,CUST02136,Premium,1199,Monthly,10,2026-03-18
SUB02137,CUST02137,Basic,499,Monthly,2,2025-11-26
SUB02138,CUST02138,Basic,499,Monthly,2,2025-02-26
SUB02139,CUST02139,Premium,1199,Annual,10,2026-04-25
SUB02140,CUST02140,Standard,799,Monthly,5,2025-04-10
SUB02141,CUST02141,Standard,799,Monthly,5,2024-05-01
SUB02142,CUST02142,Standard,799,Annual,5,2025-01-07
SUB02143,CUST02143,Basic,499,Annual,2,2024-05-01
SUB02144,CUST02144,Family,1499,Monthly,15,2025-07-17
SUB02145,CUST02145,Family,1499,Monthly,15,2026-04-29
SUB02146,CUST02146,Family,1499,Monthly,15,2025-08-31
SUB02147,CUST02147,Standard,799,Monthly,5,2024-10-08
SUB02148,CUST02148,Family,1499,Monthly,15,2025-05-22
SUB02149,CUST02149,Standard,799,Monthly,5,2026-03-02
SUB02150,CUST02150,Basic,499,Quarterly,2,2024-09-10
SUB02151,CUST02151,Basic,499,Monthly,2,2026-04-10
SUB02152,CUST02152,Standard,799,Monthly,5,2025-06-12
SUB02153,CUST02153,Standard,799,Annual,5,2025-03-18
SUB02154,CUST02154,Family,1499,Annual,15,2024-07-02
SUB02155,CUST02155,Premium,1199,Monthly,10,2024-07-20
SUB02156,CUST02156,Premium,1199,Monthly,10,2024-10-03
SUB02157,CUST02157,Family,1499,Monthly,15,2024-02-02
SUB02158,CUST02158,Standard,799,Quarterly,5,2024-03-28
SUB02159,CUST02159,Standard,799,Monthly,5,2025-06-17
SUB02160,CUST02160,Basic,499,Annual,2,2024-12-08
SUB02161,CUST02161,Premium,1199,Monthly,10,2025-06-08
SUB02162,CUST02162,Basic,499,Monthly,2,2025-09-27
SUB02163,CUST02163,Family,1499,Quarterly,15,2026-04-02
SUB02164,CUST02164,Standard,799,Monthly,5,2024-02-12
SUB02165,CUST02165,Standard,799,Monthly,5,2025-10-03
SUB02166,CUST02166,Standard,799,Monthly,5,2025-01-25
SUB02167,CUST02167,Premium,1199,Monthly,10,2024-01-04
SUB02168,CUST02168,Premium,1199,Monthly,10,2024-08-01
SUB02169,CUST02169,Standard,799,Annual,5,2025-11-11
SUB02170,CUST02170,Standard,799,Quarterly,5,2025-06-12
SUB02171,CUST02171,Basic,499,Monthly,2,2024-05-21
SUB02172,CUST02172,Premium,1199,Quarterly,10,2026-01-15
SUB02173,CUST02173,Basic,499,Monthly,2,2025-07-21
SUB02174,CUST02174,Premium,1199,Annual,10,2024-12-06
SUB02175,CUST02175,Premium,1199,Monthly,10,2025-05-23
SUB02176,CUST02176,Family,1499,Quarterly,15,2025-04-03
SUB02177,CUST02177,Premium,1199,Annual,10,2024-04-18
SUB02178,CUST02178,Basic,499,Annual,2,2025-11-26
SUB02179,CUST02179,Family,1499,Annual,15,2024-12-10
SUB02180,CUST02180,Family,1499,Annual,15,2026-04-02
SUB02181,CUST02181,Standard,799,Monthly,5,2025-07-26
SUB02182,CUST02182,Family,1499,Monthly,15,2026-03-08
SUB02183,CUST02183,Basic,499,Monthly,2,2024-03-31
SUB02184,CUST02184,Basic,499,Quarterly,2,2024-02-14
SUB02185,CUST02185,Family,1499,Annual,15,2025-06-24
SUB02186,CUST02186,Premium,1199,Annual,10,2024-10-11
SUB02187,CUST02187,Family,1499,Annual,15,2024-04-05
SUB02188,CUST02188,Standard,799,Quarterly,5,2024-12-04
SUB02189,CUST02189,Standard,799,Quarterly,5,2024-03-06
SUB02190,CUST02190,Basic,499,Monthly,2,2025-12-24
SUB02191,CUST02191,Premium,1199,Quarterly,10,2024-02-22
SUB02192,CUST02192,Standard,799,Annual,5,2024-09-24
SUB02193,CUST02193,Family,1499,Monthly,15,2024-03-03
SUB02194,CUST02194,Family,1499,Monthly,15,2025-08-08
SUB02195,CUST02195,Premium,1199,Annual,10,2024-11-20
SUB02196,CUST02196,Family,1499,Monthly,15,2024-04-08
SUB02197,CUST02197,Family,1499,Annual,15,2025-09-09
SUB02198,CUST02198,Basic,499,Annual,2,2024-07-03
SUB02199,CUST02199,Basic,499,Quarterly,2,2024-05-06
SUB02200,CUST02200,Standard,799,Monthly,5,2024-06-07
SUB02201,CUST02201,Basic,499,Monthly,2,2025-02-27
SUB02202,CUST02202,Family,1499,Annual,15,2025-02-27
SUB02203,CUST02203,Family,1499,Monthly,15,2024-11-17
SUB02204,CUST02204,Basic,499,Quarterly,2,2024-11-22
SUB02205,CUST02205,Premium,1199,Annual,10,2025-10-06
SUB02206,CUST02206,Premium,1199,Monthly,10,2025-12-24
SUB02207,CUST02207,Standard,799,Quarterly,5,2025-12-01
SUB02208,CUST02208,Standard,799,Monthly,5,2026-03-08
SUB02209,CUST02209,Family,1499,Quarterly,15,2025-03-02
SUB02210,CUST02210,Family,1499,Monthly,15,2025-04-04
SUB02211,CUST02211,Basic,499,Monthly,2,2025-07-19
SUB02212,CUST02212,Premium,1199,Monthly,10,2025-06-25
SUB02213,CUST02213,Basic,499,Annual,2,2026-01-27
SUB02214,CUST02214,Family,1499,Monthly,15,2026-01-04
SUB02215,CUST02215,Premium,1199,Monthly,10,2024-12-29
SUB02216,CUST02216,Standard,799,Quarterly,5,2024-01-13
SUB02217,CUST02217,Basic,499,Annual,2,2025-08-24
SUB02218,CUST02218,Basic,499,Monthly,2,2025-06-20
SUB02219,CUST02219,Basic,499,Quarterly,2,2025-12-15
SUB02220,CUST02220,Standard,799,Monthly,5,2026-01-16
SUB02221,CUST02221,Family,1499,Monthly,15,2024-04-18
SUB02222,CUST02222,Family,1499,Quarterly,15,2024-09-25
SUB02223,CUST02223,Family,1499,Annual,15,2025-01-25
SUB02224,CUST02224,Standard,799,Monthly,5,2024-05-15
SUB02225,CUST02225,Basic,499,Monthly,2,2026-03-05
SUB02226,CUST02226,Premium,1199,Monthly,10,2025-08-28
SUB02227,CUST02227,Premium,1199,Annual,10,2026-03-23
SUB02228,CUST02228,Family,1499,Monthly,15,2025-11-07
SUB02229,CUST02229,Premium,1199,Monthly,10,2024-12-24
SUB02230,CUST02230,Standard,799,Monthly,5,2024-06-10
SUB02231,CUST02231,Standard,799,Quarterly,5,2025-03-03
SUB02232,CUST02232,Basic,499,Monthly,2,2024-10-06
SUB02233,CUST02233,Basic,499,Annual,2,2025-09-29
SUB02234,CUST02234,Premium,1199,Monthly,10,2024-08-07
SUB02235,CUST02235,Basic,499,Monthly,2,2026-03-26
SUB02236,CUST02236,Standard,799,Annual,5,2024-11-27
SUB02237,CUST02237,Premium,1199,Annual,10,2024-08-22
SUB02238,CUST02238,Basic,499,Annual,2,2024-03-17
SUB02239,CUST02239,Family,1499,Monthly,15,2024-05-04
SUB02240,CUST02240,Basic,499,Monthly,2,2025-09-03
SUB02241,CUST02241,Standard,799,Monthly,5,2025-12-21
SUB02242,CUST02242,Basic,499,Annual,2,2025-05-30
SUB02243,CUST02243,Family,1499,Monthly,15,2026-04-28
SUB02244,CUST02244,Family,1499,Quarterly,15,2025-09-26
SUB02245,CUST02245,Family,1499,Monthly,15,2025-04-19
SUB02246,CUST02246,Standard,799,Monthly,5,2025-07-27
SUB02247,CUST02247,Standard,799,Annual,5,2025-02-08
SUB02248,CUST02248,Family,1499,Quarterly,15,2025-11-07
SUB02249,CUST02249,Basic,499,Monthly,2,2025-04-04
SUB02250,CUST02250,Standard,799,Monthly,5,2024-03-15
SUB02251,CUST02251,Basic,499,Monthly,2,2024-10-10
SUB02252,CUST02252,Basic,499,Annual,2,2025-08-17
SUB02253,CUST02253,Standard,799,Quarterly,5,2025-06-12
SUB02254,CUST02254,Basic,499,Quarterly,2,2026-01-12
SUB02255,CUST02255,Family,1499,Monthly,15,2025-09-16
SUB02256,CUST02256,Premium,1199,Annual,10,2026-02-26
SUB02257,CUST02257,Basic,499,Quarterly,2,2024-12-06
SUB02258,CUST02258,Standard,799,Monthly,5,2024-12-16
SUB02259,CUST02259,Family,1499,Annual,15,2024-02-01
SUB02260,CUST02260,Premium,1199,Annual,10,2025-06-12
SUB02261,CUST02261,Standard,799,Monthly,5,2026-04-16
SUB02262,CUST02262,Standard,799,Annual,5,2026-03-11
SUB02263,CUST02263,Premium,1199,Monthly,10,2024-02-08
SUB02264,CUST02264,Basic,499,Monthly,2,2025-06-29
SUB02265,CUST02265,Standard,799,Quarterly,5,2024-08-02
SUB02266,CUST02266,Premium,1199,Monthly,10,2024-10-28
SUB02267,CUST02267,Standard,799,Monthly,5,2025-01-10
SUB02268,CUST02268,Family,1499,Monthly,15,2025-05-15
SUB02269,CUST02269,Standard,799,Quarterly,5,2025-11-03
SUB02270,CUST02270,Family,1499,Annual,15,2024-04-29
SUB02271,CUST02271,Standard,799,Annual,5,2024-12-22
SUB02272,CUST02272,Premium,1199,Monthly,10,2024-07-06
SUB02273,CUST02273,Family,1499,Annual,15,2025-03-06
SUB02274,CUST02274,Family,1499,Monthly,15,2024-09-30
SUB02275,CUST02275,Standard,799,Quarterly,5,2026-03-29
SUB02276,CUST02276,Basic,499,Annual,2,2025-11-15
SUB02277,CUST02277,Family,1499,Monthly,15,2026-04-23
SUB02278,CUST02278,Standard,799,Monthly,5,2025-04-22
SUB02279,CUST02279,Standard,799,Monthly,5,2026-03-15
SUB02280,CUST02280,Family,1499,Quarterly,15,2026-03-28
SUB02281,CUST02281,Basic,499,Monthly,2,2025-06-24
SUB02282,CUST02282,Premium,1199,Monthly,10,2024-09-10
SUB02283,CUST02283,Family,1499,Monthly,15,2024-02-28
SUB02284,CUST02284,Premium,1199,Monthly,10,2026-04-05
SUB02285,CUST02285,Basic,499,Annual,2,2025-10-26
SUB02286,CUST02286,Standard,799,Monthly,5,2024-02-24
SUB02287,CUST02287,Standard,799,Monthly,5,2026-02-05
SUB02288,CUST02288,Premium,1199,Quarterly,10,2025-02-23
SUB02289,CUST02289,Standard,799,Monthly,5,2025-08-17
SUB02290,CUST02290,Basic,499,Monthly,2,2025-11-16
SUB02291,CUST02291,Standard,799,Monthly,5,2026-04-07
SUB02292,CUST02292,Family,1499,Monthly,15,2025-05-15
SUB02293,CUST02293,Family,1499,Monthly,15,2024-11-09
SUB02294,CUST02294,Premium,1199,Quarterly,10,2025-04-18
SUB02295,CUST02295,Standard,799,Monthly,5,2024-02-01
SUB02296,CUST02296,Standard,799,Quarterly,5,2026-02-06
SUB02297,CUST02297,Basic,499,Annual,2,2025-08-09
SUB02298,CUST02298,Standard,799,Monthly,5,2025-09-30
SUB02299,CUST02299,Basic,499,Monthly,2,2025-12-27
SUB02300,CUST02300,Family,1499,Annual,15,2024-01-25
SUB02301,CUST02301,Standard,799,Quarterly,5,2024-12-10
SUB02302,CUST02302,Family,1499,Annual,15,2024-12-12
SUB02303,CUST02303,Family,1499,Annual,15,2024-07-17
SUB02304,CUST02304,Family,1499,Annual,15,2024-07-17
SUB02305,CUST02305,Standard,799,Annual,5,2026-04-09
SUB02306,CUST02306,Premium,1199,Monthly,10,2025-09-18
SUB02307,CUST02307,Basic,499,Quarterly,2,2025-06-22
SUB02308,CUST02308,Basic,499,Monthly,2,2024-07-03
SUB02309,CUST02309,Premium,1199,Monthly,10,2026-04-10
SUB02310,CUST02310,Premium,1199,Monthly,10,2024-03-09
SUB02311,CUST02311,Basic,499,Quarterly,2,2024-11-28
SUB02312,CUST02312,Premium,1199,Monthly,10,2025-02-06
SUB02313,CUST02313,Premium,1199,Annual,10,2024-02-10
SUB02314,CUST02314,Premium,1199,Monthly,10,2025-07-27
SUB02315,CUST02315,Basic,499,Monthly,2,2025-04-13
SUB02316,CUST02316,Family,1499,Monthly,15,2025-07-04
SUB02317,CUST02317,Premium,1199,Annual,10,2025-11-23
SUB02318,CUST02318,Standard,799,Annual,5,2026-04-01
SUB02319,CUST02319,Family,1499,Monthly,15,2026-01-12
SUB02320,CUST02320,Basic,499,Quarterly,2,2024-07-08
SUB02321,CUST02321,Family,1499,Annual,15,2024-01-08
SUB02322,CUST02322,Premium,1199,Quarterly,10,2024-05-08
SUB02323,CUST02323,Basic,499,Annual,2,2026-03-17
SUB02324,CUST02324,Family,1499,Monthly,15,2026-01-15
SUB02325,CUST02325,Basic,499,Monthly,2,2026-02-17
SUB02326,CUST02326,Standard,799,Monthly,5,2024-03-06
SUB02327,CUST02327,Premium,1199,Quarterly,10,2025-08-13
SUB02328,CUST02328,Basic,499,Monthly,2,2026-01-21
SUB02329,CUST02329,Family,1499,Annual,15,2026-01-06
SUB02330,CUST02330,Standard,799,Quarterly,5,2024-03-04
SUB02331,CUST02331,Standard,799,Quarterly,5,2025-07-21
SUB02332,CUST02332,Standard,799,Monthly,5,2024-09-10
SUB02333,CUST02333,Premium,1199,Monthly,10,2024-04-24
SUB02334,CUST02334,Basic,499,Monthly,2,2025-12-14
SUB02335,CUST02335,Standard,799,Monthly,5,2025-09-15
SUB02336,CUST02336,Premium,1199,Annual,10,2025-12-30
SUB02337,CUST02337,Family,1499,Monthly,15,2025-11-29
SUB02338,CUST02338,Family,1499,Monthly,15,2025-02-06
SUB02339,CUST02339,Standard,799,Annual,5,2026-04-12
SUB02340,CUST02340,Premium,1199,Annual,10,2024-05-07
SUB02341,CUST02341,Premium,1199,Monthly,10,2025-11-25
SUB02342,CUST02342,Premium,1199,Monthly,10,2024-11-26
SUB02343,CUST02343,Standard,799,Annual,5,2024-03-08
SUB02344,CUST02344,Basic,499,Monthly,2,2024-09-28
SUB02345,CUST02345,Family,1499,Monthly,15,2024-08-29
SUB02346,CUST02346,Basic,499,Monthly,2,2024-12-29
SUB02347,CUST02347,Standard,799,Quarterly,5,2025-02-02
SUB02348,CUST02348,Family,1499,Monthly,15,2026-04-30
SUB02349,CUST02349,Basic,499,Annual,2,2024-10-21
SUB02350,CUST02350,Standard,799,Annual,5,2024-10-21
SUB02351,CUST02351,Premium,1199,Monthly,10,2026-03-07
SUB02352,CUST02352,Standard,799,Monthly,5,2025-02-11
SUB02353,CUST02353,Standard,799,Monthly,5,2025-11-15
SUB02354,CUST02354,Family,1499,Monthly,15,2025-10-22
SUB02355,CUST02355,Basic,499,Monthly,2,2024-06-18
SUB02356,CUST02356,Premium,1199,Quarterly,10,2024-08-13
SUB02357,CUST02357,Premium,1199,Annual,10,2025-05-26
SUB02358,CUST02358,Standard,799,Monthly,5,2025-02-08
SUB02359,CUST02359,Standard,799,Monthly,5,2024-12-12
SUB02360,CUST02360,Premium,1199,Monthly,10,2025-02-10
SUB02361,CUST02361,Basic,499,Monthly,2,2024-06-07
SUB02362,CUST02362,Premium,1199,Monthly,10,2025-11-18
SUB02363,CUST02363,Premium,1199,Monthly,10,2025-07-24
SUB02364,CUST02364,Family,1499,Quarterly,15,2025-11-06
SUB02365,CUST02365,Standard,799,Monthly,5,2025-07-29
SUB02366,CUST02366,Standard,799,Annual,5,2026-03-22
SUB02367,CUST02367,Standard,799,Annual,5,2026-01-15
SUB02368,CUST02368,Standard,799,Monthly,5,2024-03-30
SUB02369,CUST02369,Basic,499,Monthly,2,2025-09-10
SUB02370,CUST02370,Basic,499,Monthly,2,2025-12-13
SUB02371,CUST02371,Basic,499,Monthly,2,2024-04-03
SUB02372,CUST02372,Standard,799,Monthly,5,2024-09-03
SUB02373,CUST02373,Premium,1199,Annual,10,2025-10-14
SUB02374,CUST02374,Standard,799,Monthly,5,2024-07-06
SUB02375,CUST02375,Family,1499,Monthly,15,2024-01-08
SUB02376,CUST02376,Premium,1199,Annual,10,2024-08-11
SUB02377,CUST02377,Standard,799,Quarterly,5,2024-07-09
SUB02378,CUST02378,Standard,799,Quarterly,5,2024-08-07
SUB02379,CUST02379,Family,1499,Monthly,15,2025-05-20
SUB02380,CUST02380,Standard,799,Annual,5,2025-04-24
SUB02381,CUST02381,Basic,499,Monthly,2,2024-06-24
SUB02382,CUST02382,Premium,1199,Annual,10,2024-03-03
SUB02383,CUST02383,Premium,1199,Quarterly,10,2024-08-20
SUB02384,CUST02384,Basic,499,Monthly,2,2024-04-30
SUB02385,CUST02385,Standard,799,Annual,5,2026-04-26
SUB02386,CUST02386,Basic,499,Monthly,2,2024-02-10
SUB02387,CUST02387,Basic,499,Quarterly,2,2026-04-01
SUB02388,CUST02388,Premium,1199,Quarterly,10,2025-04-03
SUB02389,CUST02389,Family,1499,Monthly,15,2025-05-26
SUB02390,CUST02390,Family,1499,Monthly,15,2024-10-01
SUB02391,CUST02391,Family,1499,Annual,15,2025-03-08
SUB02392,CUST02392,Standard,799,Quarterly,5,2025-03-26
SUB02393,CUST02393,Standard,799,Quarterly,5,2025-04-14
SUB02394,CUST02394,Premium,1199,Monthly,10,2026-02-23
SUB02395,CUST02395,Standard,799,Quarterly,5,2024-11-22
SUB02396,CUST02396,Standard,799,Monthly,5,2024-06-10
SUB02397,CUST02397,Family,1499,Monthly,15,2024-06-30
SUB02398,CUST02398,Premium,1199,Monthly,10,2025-04-15
SUB02399,CUST02399,Premium,1199,Monthly,10,2024-03-20
SUB02400,CUST02400,Basic,499,Annual,2,2024-07-02
SUB02401,CUST02401,Premium,1199,Monthly,10,2025-08-23
SUB02402,CUST02402,Premium,1199,Annual,10,2025-01-03
SUB02403,CUST02403,Standard,799,Monthly,5,2024-11-03
SUB02404,CUST02404,Basic,499,Quarterly,2,2025-03-01
SUB02405,CUST02405,Basic,499,Annual,2,2024-02-07
SUB02406,CUST02406,Standard,799,Annual,5,2025-03-01
SUB02407,CUST02407,Premium,1199,Monthly,10,2025-12-19
SUB02408,CUST02408,Basic,499,Monthly,2,2025-06-01
SUB02409,CUST02409,Family,1499,Monthly,15,2024-09-20
SUB02410,CUST02410,Standard,799,Annual,5,2025-04-12
SUB02411,CUST02411,Premium,1199,Quarterly,10,2024-11-15
SUB02412,CUST02412,Family,1499,Quarterly,15,2025-06-27
SUB02413,CUST02413,Premium,1199,Annual,10,2024-06-18
SUB02414,CUST02414,Basic,499,Annual,2,2025-10-18
SUB02415,CUST02415,Premium,1199,Monthly,10,2024-12-04
SUB02416,CUST02416,Family,1499,Monthly,15,2025-05-06
SUB02417,CUST02417,Standard,799,Monthly,5,2025-07-27
SUB02418,CUST02418,Basic,499,Quarterly,2,2024-11-23
SUB02419,CUST02419,Premium,1199,Monthly,10,2026-02-04
SUB02420,CUST02420,Family,1499,Monthly,15,2025-02-21
SUB02421,CUST02421,Premium,1199,Monthly,10,2024-12-23
SUB02422,CUST02422,Standard,799,Monthly,5,2024-03-28
SUB02423,CUST02423,Basic,499,Monthly,2,2024-02-25
SUB02424,CUST02424,Family,1499,Annual,15,2025-05-12
SUB02425,CUST02425,Standard,799,Quarterly,5,2024-04-23
SUB02426,CUST02426,Family,1499,Monthly,15,2025-11-01
SUB02427,CUST02427,Family,1499,Monthly,15,2025-03-18
SUB02428,CUST02428,Family,1499,Monthly,15,2026-02-03
SUB02429,CUST02429,Basic,499,Monthly,2,2024-09-12
SUB02430,CUST02430,Standard,799,Quarterly,5,2024-12-19
SUB02431,CUST02431,Premium,1199,Annual,10,2025-08-28
SUB02432,CUST02432,Premium,1199,Annual,10,2024-01-31
SUB02433,CUST02433,Family,1499,Monthly,15,2025-12-04
SUB02434,CUST02434,Premium,1199,Quarterly,10,2026-01-30
SUB02435,CUST02435,Premium,1199,Monthly,10,2024-09-11
SUB02436,CUST02436,Standard,799,Monthly,5,2025-01-29
